agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry,time_sequence
89711,0,0,0,0,168,1421,4011,,"LINESTRING (-2.2321704 53.4843693, -2.2325539 53.4845736, -2.2326878 53.4846425, -2.2327995 53.4847158)",
89712,0,0,0,0,167,837,526,,"LINESTRING (-2.2316556 53.4840947, -2.2315523 53.4841706)",
89713,0,0,0,0,167,168,4010,,"LINESTRING (-2.2316556 53.4840947, -2.2321704 53.4843693)",
89714,0,0,0,0,167,168,4010,,"LINESTRING (-2.2316556 53.4840947, -2.2321704 53.4843693)",
89715,0,0,0,0,168,1421,4011,,"LINESTRING (-2.2321704 53.4843693, -2.2325539 53.4845736, -2.2326878 53.4846425, -2.2327995 53.4847158)",
89716,0,0,0,0,167,837,526,,"LINESTRING (-2.2316556 53.4840947, -2.2315523 53.4841706)",
89717,0,0,0,0,861,837,1489,,"LINESTRING (-2.2311717 53.4844502, -2.2315523 53.4841706)",
89718,0,0,0,0,838,1420,1498,,"LINESTRING (-2.230529 53.4836417, -2.2306169 53.4835336)",
89719,0,0,0,0,1420,166,4485,,"LINESTRING (-2.2306169 53.4835336, -2.2308328 53.4836456, -2.2311403 53.4838119)",
89720,0,0,0,0,1420,166,4485,,"LINESTRING (-2.2306169 53.4835336, -2.2308328 53.4836456, -2.2311403 53.4838119)",
89721,0,0,0,0,167,168,4010,,"LINESTRING (-2.2316556 53.4840947, -2.2321704 53.4843693)",
89722,0,0,0,0,838,1419,1488,,"LINESTRING (-2.230529 53.4836417, -2.2303505 53.483547, -2.2301861 53.4834336, -2.2300071 53.4832759)",
89723,0,0,0,0,838,1419,1488,,"LINESTRING (-2.230529 53.4836417, -2.2303505 53.483547, -2.2301861 53.4834336, -2.2300071 53.4832759)",
89724,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89725,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89726,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89727,0,0,0,0,1419,1420,2529,,"LINESTRING (-2.2300071 53.4832759, -2.2303034 53.4833697, -2.2304822 53.4834614, -2.2306169 53.4835336)",
89728,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89729,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89730,0,0,0,0,695,6,1109,,"LINESTRING (-2.2282015 53.482255, -2.22815 53.4822226, -2.2280734 53.4821788)",
89731,0,0,0,0,695,6,1109,,"LINESTRING (-2.2282015 53.482255, -2.22815 53.4822226, -2.2280734 53.4821788)",
89732,0,0,0,0,839,6,1676,,"LINESTRING (-2.2268565 53.4815283, -2.2270719 53.4816171, -2.2272501 53.4816988, -2.227468 53.4818038, -2.2276937 53.4819215, -2.2278449 53.4820078, -2.2279984 53.4820912, -2.2280734 53.4821788)",
89733,0,0,0,0,839,6,1676,,"LINESTRING (-2.2268565 53.4815283, -2.2270719 53.4816171, -2.2272501 53.4816988, -2.227468 53.4818038, -2.2276937 53.4819215, -2.2278449 53.4820078, -2.2279984 53.4820912, -2.2280734 53.4821788)",
89734,0,0,0,0,839,196,1505,,"LINESTRING (-2.2268565 53.4815283, -2.2266985 53.4816106)",
89735,0,0,0,0,695,6,1109,,"LINESTRING (-2.2282015 53.482255, -2.22815 53.4822226, -2.2280734 53.4821788)",
89736,0,0,0,0,695,6,1109,,"LINESTRING (-2.2282015 53.482255, -2.22815 53.4822226, -2.2280734 53.4821788)",
89737,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89738,0,0,0,0,169,466,1494,,"LINESTRING (-2.2292869 53.4828985, -2.2289307 53.4826969, -2.2287137 53.4825703)",
89739,0,0,0,0,1925,839,1675,,"LINESTRING (-2.226353 53.4813618, -2.2268565 53.4815283)",
89740,0,0,0,0,1923,839,935,,"LINESTRING (-2.2278513 53.4811741, -2.227021 53.4814246, -2.2269574 53.4814529, -2.2268985 53.4814961, -2.2268565 53.4815283)",
89741,0,0,0,0,1923,839,935,,"LINESTRING (-2.2278513 53.4811741, -2.227021 53.4814246, -2.2269574 53.4814529, -2.2268985 53.4814961, -2.2268565 53.4815283)",
89742,0,0,0,0,695,6,1109,,"LINESTRING (-2.2282015 53.482255, -2.22815 53.4822226, -2.2280734 53.4821788)",
89743,0,0,0,0,839,196,1505,,"LINESTRING (-2.2268565 53.4815283, -2.2266985 53.4816106)",
89744,0,0,0,0,1925,839,1675,,"LINESTRING (-2.226353 53.4813618, -2.2268565 53.4815283)",
89745,0,0,0,0,844,1925,1674,,"LINESTRING (-2.2258309 53.4811978, -2.226353 53.4813618)",
89746,0,0,0,0,197,844,2004,,"LINESTRING (-2.2258458 53.4813301, -2.2258309 53.4811978)",
89747,0,0,0,0,843,844,1673,,"LINESTRING (-2.2245739 53.4806931, -2.2249423 53.4808863, -2.2251101 53.4809557, -2.2254003 53.4810532, -2.2258309 53.4811978)",
89748,0,0,0,0,843,2723,1881,,"LINESTRING (-2.2245739 53.4806931, -2.2247324 53.480634)",
89749,0,0,0,0,1586,843,1672,,"LINESTRING (-2.2241932 53.4804116, -2.2244864 53.4806385, -2.2245739 53.4806931)",
89750,0,0,0,0,843,2723,1881,,"LINESTRING (-2.2245739 53.4806931, -2.2247324 53.480634)",
89751,0,0,0,0,843,844,1673,,"LINESTRING (-2.2245739 53.4806931, -2.2249423 53.4808863, -2.2251101 53.4809557, -2.2254003 53.4810532, -2.2258309 53.4811978)",
89752,0,0,0,0,197,844,2004,,"LINESTRING (-2.2258458 53.4813301, -2.2258309 53.4811978)",
89753,0,0,0,0,1925,839,1675,,"LINESTRING (-2.226353 53.4813618, -2.2268565 53.4815283)",
89754,0,0,0,0,843,2723,1881,,"LINESTRING (-2.2245739 53.4806931, -2.2247324 53.480634)",
89755,0,0,0,0,1586,843,1672,,"LINESTRING (-2.2241932 53.4804116, -2.2244864 53.4806385, -2.2245739 53.4806931)",
89756,0,0,0,0,1586,843,1672,,"LINESTRING (-2.2241932 53.4804116, -2.2244864 53.4806385, -2.2245739 53.4806931)",
89757,0,0,0,0,841,842,1683,,"LINESTRING (-2.2233946 53.4798176, -2.223685 53.4800011, -2.223767 53.4800631)",
89758,0,0,0,0,458,1588,1503,,"LINESTRING (-2.2226084 53.4794357, -2.2228149 53.4794973, -2.2230212 53.4796019)",
89759,0,0,0,0,458,362,1509,,"LINESTRING (-2.2226084 53.4794357, -2.2222204 53.4792062, -2.2217975 53.4789734)",
89760,0,0,0,0,458,1588,1503,,"LINESTRING (-2.2226084 53.4794357, -2.2228149 53.4794973, -2.2230212 53.4796019)",
89761,0,0,0,0,841,842,1683,,"LINESTRING (-2.2233946 53.4798176, -2.223685 53.4800011, -2.223767 53.4800631)",
89762,0,0,0,0,1586,843,1672,,"LINESTRING (-2.2241932 53.4804116, -2.2244864 53.4806385, -2.2245739 53.4806931)",
89763,0,0,0,0,458,362,1509,,"LINESTRING (-2.2226084 53.4794357, -2.2222204 53.4792062, -2.2217975 53.4789734)",
89764,0,0,0,0,362,152,1510,,"LINESTRING (-2.2217975 53.4789734, -2.2211597 53.4786135, -2.2208645 53.478447, -2.2204542 53.478314)",
89765,0,0,0,0,362,152,1510,,"LINESTRING (-2.2217975 53.4789734, -2.2211597 53.4786135, -2.2208645 53.478447, -2.2204542 53.478314)",
89766,0,0,0,0,362,152,1510,,"LINESTRING (-2.2217975 53.4789734, -2.2211597 53.4786135, -2.2208645 53.478447, -2.2204542 53.478314)",
89767,0,0,0,0,152,153,2217,,"LINESTRING (-2.2204542 53.478314, -2.2200291 53.4782491, -2.2199208 53.4782347, -2.2194245 53.4781688)",
89768,0,0,0,0,1265,153,4365,,"LINESTRING (-2.2187267 53.4780089, -2.2188593 53.4780464, -2.2194245 53.4781688)",
89769,0,0,0,0,1265,153,4365,,"LINESTRING (-2.2187267 53.4780089, -2.2188593 53.4780464, -2.2194245 53.4781688)",
89770,0,0,0,0,1265,153,4365,,"LINESTRING (-2.2187267 53.4780089, -2.2188593 53.4780464, -2.2194245 53.4781688)",
89771,0,0,0,0,152,153,2217,,"LINESTRING (-2.2204542 53.478314, -2.2200291 53.4782491, -2.2199208 53.4782347, -2.2194245 53.4781688)",
89772,0,0,0,0,362,152,1510,,"LINESTRING (-2.2217975 53.4789734, -2.2211597 53.4786135, -2.2208645 53.478447, -2.2204542 53.478314)",
89773,0,0,0,0,362,152,1510,,"LINESTRING (-2.2217975 53.4789734, -2.2211597 53.4786135, -2.2208645 53.478447, -2.2204542 53.478314)",
89774,0,0,0,0,1265,153,4365,,"LINESTRING (-2.2187267 53.4780089, -2.2188593 53.4780464, -2.2194245 53.4781688)",
89775,0,0,0,0,1265,63,2336,,"LINESTRING (-2.2187267 53.4780089, -2.2186462 53.4780724)",
89776,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89777,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89778,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89779,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89780,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89781,0,0,0,0,60,2356,535,,"LINESTRING (-2.2178489 53.4769842, -2.2177461 53.4766928, -2.2176943 53.476431)",
89782,0,0,0,0,60,2356,535,,"LINESTRING (-2.2178489 53.4769842, -2.2177461 53.4766928, -2.2176943 53.476431)",
89783,0,0,0,0,1265,153,4365,,"LINESTRING (-2.2187267 53.4780089, -2.2188593 53.4780464, -2.2194245 53.4781688)",
89784,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89785,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89786,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89787,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89788,0,0,0,0,62,60,82,,"LINESTRING (-2.2178615 53.4770252, -2.2178489 53.4769842)",
89789,0,0,0,0,60,2352,2473,,"LINESTRING (-2.2178489 53.4769842, -2.2177952 53.476557, -2.2177978 53.4764286)",
89790,0,0,0,0,58,2358,528,,"LINESTRING (-2.2181234 53.4762285, -2.2180874 53.4762609)",
89791,0,0,0,0,2358,2360,4368,,"LINESTRING (-2.2180874 53.4762609, -2.2180566 53.4762886, -2.2180293 53.4763132, -2.217962 53.4764236)",
89792,0,0,0,0,59,359,4363,,"LINESTRING (-2.2179417 53.476457, -2.2179676 53.4766006, -2.2179868 53.4767353, -2.2179998 53.4768264)",
89793,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89794,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89795,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89796,0,0,0,0,63,1103,80,,"LINESTRING (-2.2186462 53.4780724, -2.2184795 53.4780322, -2.2183527 53.4779825)",
89797,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89798,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89799,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89800,0,0,0,0,1103,62,81,,"LINESTRING (-2.2183527 53.4779825, -2.2181825 53.4778976, -2.2180665 53.4777413, -2.2180041 53.4776065, -2.2179324 53.477307, -2.2178615 53.4770252)",
89801,0,0,0,0,63,1103,80,,"LINESTRING (-2.2186462 53.4780724, -2.2184795 53.4780322, -2.2183527 53.4779825)",
89802,0,0,0,0,63,1103,80,,"LINESTRING (-2.2186462 53.4780724, -2.2184795 53.4780322, -2.2183527 53.4779825)",
89803,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89804,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89805,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89806,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89807,0,0,0,0,427,582,3186,,"LINESTRING (-2.2183398 53.4782496, -2.217988 53.4785558, -2.2178013 53.4787183)",
89808,0,0,0,0,427,582,3186,,"LINESTRING (-2.2183398 53.4782496, -2.217988 53.4785558, -2.2178013 53.4787183)",
89809,0,0,0,0,427,582,3186,,"LINESTRING (-2.2183398 53.4782496, -2.217988 53.4785558, -2.2178013 53.4787183)",
89810,0,0,0,0,63,427,2337,,"LINESTRING (-2.2186462 53.4780724, -2.2183398 53.4782496)",
89811,0,0,0,0,2356,2355,4353,,"LINESTRING (-2.2176943 53.476431, -2.2176751 53.4763526, -2.2176274 53.4762307)",
89812,0,0,0,0,2352,1152,4360,,"LINESTRING (-2.2177978 53.4764286, -2.2177989 53.4763745, -2.2178684 53.4762906)",
89813,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89814,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89815,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89816,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89817,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89818,0,0,0,0,355,2353,2042,,"LINESTRING (-2.2167792 53.4752779, -2.2170885 53.4754493, -2.2173715 53.4756835, -2.217542 53.4758353, -2.2176826 53.4759984, -2.2177857 53.4761483, -2.2178311 53.4762264)",
89819,0,0,0,0,1152,1154,4361,,"LINESTRING (-2.2178684 53.4762906, -2.21791 53.476236)",
89820,0,0,0,0,60,2352,2473,,"LINESTRING (-2.2178489 53.4769842, -2.2177952 53.476557, -2.2177978 53.4764286)",
89821,0,0,0,0,2352,1152,4360,,"LINESTRING (-2.2177978 53.4764286, -2.2177989 53.4763745, -2.2178684 53.4762906)",
89822,0,0,0,0,1154,61,4369,,"LINESTRING (-2.21791 53.476236, -2.2180207 53.4761458)",
89823,0,0,0,0,58,2358,528,,"LINESTRING (-2.2181234 53.4762285, -2.2180874 53.4762609)",
89824,0,0,0,0,1105,58,5311,,"LINESTRING (-2.2189219 53.4758868, -2.2188593 53.4759271, -2.2185349 53.4760778, -2.2181234 53.4762285)",
89825,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89826,0,0,0,0,106,355,4049,,"LINESTRING (-2.216623 53.474938, -2.2166526 53.4750594, -2.2167792 53.4752779)",
89827,0,0,0,0,2645,2637,5102,,"LINESTRING (-2.2143628 53.4745947, -2.2143684 53.474596, -2.2153246 53.4748159)",
89828,0,0,0,0,356,357,533,,"LINESTRING (-2.214247 53.4751933, -2.2137033 53.4751585)",
89829,0,0,0,0,1109,356,4614,,"LINESTRING (-2.2143113 53.4746697, -2.214247 53.4751933)",
89830,0,0,0,0,106,355,4049,,"LINESTRING (-2.216623 53.474938, -2.2166526 53.4750594, -2.2167792 53.4752779)",
89831,0,0,0,0,106,355,4049,,"LINESTRING (-2.216623 53.474938, -2.2166526 53.4750594, -2.2167792 53.4752779)",
89832,0,0,0,0,106,355,4049,,"LINESTRING (-2.216623 53.474938, -2.2166526 53.4750594, -2.2167792 53.4752779)",
89833,0,0,0,0,355,1156,2046,,"LINESTRING (-2.2167792 53.4752779, -2.2169794 53.4752373, -2.2183929 53.4752825)",
89834,0,0,0,0,1156,1157,2043,,"LINESTRING (-2.2183929 53.4752825, -2.2186479 53.4753227, -2.2187714 53.4753293, -2.2190373 53.4753416, -2.2192793 53.4753593, -2.2193979 53.4753675)",
89835,0,0,0,0,1104,1105,5310,,"LINESTRING (-2.219315 53.4756078, -2.2191521 53.4757387, -2.2189219 53.4758868)",
89836,0,0,0,0,1104,1105,5310,,"LINESTRING (-2.219315 53.4756078, -2.2191521 53.4757387, -2.2189219 53.4758868)",
89837,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89838,0,0,0,0,616,615,1048,,"LINESTRING (-2.2154477 53.4734015, -2.2149781 53.4732357, -2.2148035 53.4732246)",
89839,0,0,0,0,616,615,1048,,"LINESTRING (-2.2154477 53.4734015, -2.2149781 53.4732357, -2.2148035 53.4732246)",
89840,0,0,0,0,615,616,1047,,"LINESTRING (-2.2148035 53.4732246, -2.2149781 53.4732357, -2.2154477 53.4734015)",
89841,0,0,0,0,355,356,532,,"LINESTRING (-2.2167792 53.4752779, -2.2163876 53.4752557, -2.214247 53.4751933)",
89842,0,0,0,0,355,356,532,,"LINESTRING (-2.2167792 53.4752779, -2.2163876 53.4752557, -2.214247 53.4751933)",
89843,0,0,0,0,3021,615,1049,,"LINESTRING (-2.2147644 53.473, -2.2148035 53.4732246)",
89844,0,0,0,0,3097,1909,4047,,"LINESTRING (-2.2162971 53.473, -2.216316 53.4732097, -2.2163419 53.4734976, -2.216432 53.4739425, -2.2164952 53.4742545, -2.2165392 53.474537)",
89845,0,0,0,0,3097,1909,4047,,"LINESTRING (-2.2162971 53.473, -2.216316 53.4732097, -2.2163419 53.4734976, -2.216432 53.4739425, -2.2164952 53.4742545, -2.2165392 53.474537)",
89846,0,0,0,0,106,355,4049,,"LINESTRING (-2.216623 53.474938, -2.2166526 53.4750594, -2.2167792 53.4752779)",
89847,0,0,0,0,2355,355,4356,,"LINESTRING (-2.2176274 53.4762307, -2.2175924 53.4761413, -2.2174655 53.4759582, -2.2172853 53.4757641, -2.2170663 53.4755676, -2.2169236 53.4754662, -2.2167792 53.4752779)",
89848,0,0,0,0,357,606,874,,"LINESTRING (-2.2137033 53.4751585, -2.2136761 53.4753719, -2.2136597 53.4758734, -2.2135648 53.4766853, -2.2135358 53.4767913, -2.2134087 53.4768832)",
89849,0,0,0,0,357,606,874,,"LINESTRING (-2.2137033 53.4751585, -2.2136761 53.4753719, -2.2136597 53.4758734, -2.2135648 53.4766853, -2.2135358 53.4767913, -2.2134087 53.4768832)",
89850,0,0,0,0,357,2996,534,,"LINESTRING (-2.2137033 53.4751585, -2.2118973 53.4750605, -2.2118 53.4750552)",
89851,0,0,0,0,356,357,533,,"LINESTRING (-2.214247 53.4751933, -2.2137033 53.4751585)",
89852,0,0,0,0,55,1153,5307,,"LINESTRING (-2.2198887 53.4751259, -2.2196071 53.4753826)",
89853,0,0,0,0,56,1104,5309,,"LINESTRING (-2.2195259 53.475445, -2.219315 53.4756078)",
89854,0,0,0,0,56,1104,5309,,"LINESTRING (-2.2195259 53.475445, -2.219315 53.4756078)",
89855,0,0,0,0,1105,58,5311,,"LINESTRING (-2.2189219 53.4758868, -2.2188593 53.4759271, -2.2185349 53.4760778, -2.2181234 53.4762285)",
89856,0,0,0,0,1105,58,5311,,"LINESTRING (-2.2189219 53.4758868, -2.2188593 53.4759271, -2.2185349 53.4760778, -2.2181234 53.4762285)",
89857,0,0,0,0,58,2358,528,,"LINESTRING (-2.2181234 53.4762285, -2.2180874 53.4762609)",
89858,0,0,0,0,1615,1613,2765,,"LINESTRING (-2.2286348 53.4762294, -2.2281343 53.4761881, -2.227657 53.4761385)",
89859,0,0,0,0,1609,1610,1608,,"LINESTRING (-2.2264625 53.4763235, -2.2266657 53.4763525, -2.2267769 53.4763658, -2.2273413 53.4764341, -2.2274909 53.4764527)",
89860,0,0,0,0,1507,1509,2656,,"LINESTRING (-2.2261071 53.47616, -2.2259387 53.4761414, -2.2257888 53.4761208, -2.2256765 53.4761011, -2.2254392 53.4760511)",
89861,0,0,0,0,1560,125,2751,,"LINESTRING (-2.2234117 53.475768, -2.2228606 53.4757198)",
89862,0,0,0,0,119,1106,2757,,"LINESTRING (-2.2215179 53.475601, -2.2207677 53.4755356)",
89863,0,0,0,0,86,87,2761,,"LINESTRING (-2.2205477 53.4755164, -2.2201556 53.4754777)",
89864,0,0,0,0,1153,87,5111,,"LINESTRING (-2.2196071 53.4753826, -2.2201556 53.4754777)",
89865,0,0,0,0,9,1185,579,,"LINESTRING (-2.2617179 53.4754398, -2.2619676 53.4752774)",
89866,0,0,0,0,1860,1295,5318,,"LINESTRING (-2.2616315 53.4753945, -2.2615693 53.4753481, -2.2614517 53.4752573)",
89867,0,0,0,0,1295,1459,2311,,"LINESTRING (-2.2614517 53.4752573, -2.2614254 53.4752392, -2.2613336 53.4751473, -2.2612617 53.4750649, -2.2610883 53.4748355)",
89868,0,0,0,0,1390,3066,2496,,"LINESTRING (-2.2596994 53.4732906, -2.2595224 53.473139, -2.2593076 53.473)",
89869,0,0,0,0,2049,2046,1040,,"LINESTRING (-2.25862 53.4735802, -2.2587305 53.4736057, -2.2588512 53.4735993)",
89870,0,0,0,0,673,2048,3731,,"LINESTRING (-2.2570524 53.4737953, -2.2566738 53.4738289)",
89871,0,0,0,0,2302,137,4659,,"LINESTRING (-2.2541027 53.4748336, -2.253975 53.4748063, -2.2536424 53.4747241)",
89872,0,0,0,0,2725,618,3738,,"LINESTRING (-2.2533416 53.4731776, -2.2532262 53.4731806, -2.2531466 53.4731826, -2.2530689 53.4731831, -2.2529213 53.473192, -2.2526979 53.4732245, -2.252493 53.4732717, -2.2524549 53.4732831, -2.2522207 53.4733684, -2.2520929 53.4734221, -2.2519018 53.4735044, -2.2516588 53.4736582)",
89873,0,0,0,0,2770,2769,2120,,"LINESTRING (-2.2462926 53.4738767, -2.2466494 53.4738915, -2.2477258 53.4739304, -2.2477473 53.4739312)",
89874,0,0,0,0,1187,2329,2118,,"LINESTRING (-2.2443864 53.4738089, -2.245124 53.4738264)",
89875,0,0,0,0,138,2338,1651,,"LINESTRING (-2.2442002 53.473829, -2.2437992 53.4738445)",
89876,0,0,0,0,2773,1187,5407,,"LINESTRING (-2.2413269 53.4736977, -2.2415891 53.4736911, -2.2424766 53.4737253, -2.2434669 53.4737724, -2.2443864 53.4738089)",
89877,0,0,0,0,3096,1111,3981,,"LINESTRING (-2.2408184 53.473, -2.2403383 53.4731542)",
89878,0,0,0,0,2105,101,3857,,"LINESTRING (-2.239461 53.4734826, -2.2397386 53.4733941, -2.2397885 53.4733782, -2.2399535 53.4733011)",
89879,0,0,0,0,2105,1259,3858,,"LINESTRING (-2.239461 53.4734826, -2.2392413 53.4735527, -2.2389387 53.4736492, -2.2384029 53.4738201, -2.2382184 53.473879, -2.2380058 53.4739468, -2.2376358 53.4740648)",
89880,0,0,0,0,96,95,55,,"LINESTRING (-2.23724 53.4742114, -2.2369433 53.4742821, -2.2368248 53.4742885, -2.2366704 53.4742746, -2.2365357 53.4742628, -2.2363813 53.4742596, -2.2362645 53.4742682, -2.2361298 53.4742959, -2.2355363 53.4744324, -2.2348048 53.4745885)",
89881,0,0,0,0,2778,2779,2107,,"LINESTRING (-2.2376832 53.4744352, -2.2365507 53.4746905, -2.2339989 53.4752736, -2.2315198 53.4758419)",
89882,0,0,0,0,426,3063,2424,,"LINESTRING (-2.2305221 53.4736482, -2.2308033 53.4735743, -2.2310836 53.4735037, -2.2312922 53.4734316, -2.2317005 53.4732701, -2.2320501 53.4731068, -2.2322786 53.473)",
89883,0,0,0,0,1260,1268,2222,,"LINESTRING (-2.2309224 53.4738672, -2.2306071 53.4739592, -2.2302563 53.4740227, -2.2300659 53.474036)",
89884,0,0,0,0,64,1267,4204,,"LINESTRING (-2.2298371 53.4740732, -2.229811 53.4739714, -2.229788 53.4739032)",
89885,0,0,0,0,333,70,5323,,"LINESTRING (-2.2295936 53.4735442, -2.2294605 53.4733461)",
89886,0,0,0,0,72,73,42,,"LINESTRING (-2.2268279 53.4731428, -2.2271874 53.4735502)",
89887,0,0,0,0,66,47,34,,"LINESTRING (-2.2254635 53.4739242, -2.2254596 53.4738292, -2.2254469 53.4737202, -2.2254585 53.4736762, -2.2254966 53.4736317, -2.2255369 53.473582)",
89888,0,0,0,0,78,123,4386,,"LINESTRING (-2.2231281 53.4741108, -2.2231436 53.4738581, -2.2231501 53.4737145, -2.2231589 53.4735608, -2.2231635 53.4735003)",
89889,0,0,0,0,51,77,4045,,"LINESTRING (-2.2207223 53.4741635, -2.2209 53.4740239, -2.2209871 53.4739649, -2.2210286 53.4739368, -2.221412 53.4737342, -2.2214862 53.4736982, -2.2217151 53.4736019, -2.2218873 53.4735414, -2.2221031 53.4734854, -2.2222691 53.4734531, -2.222425 53.4734303, -2.2227113 53.4734179, -2.2229178 53.4734186, -2.2231126 53.4734184)",
89890,0,0,0,0,80,2391,12,,"LINESTRING (-2.2220851 53.4746286, -2.2210047 53.4742283)",
89891,0,0,0,0,2403,2033,4512,,"LINESTRING (-2.2206374 53.4743875, -2.2213842 53.4747123)",
89892,0,0,0,0,2084,54,5306,,"LINESTRING (-2.2202274 53.4746149, -2.2203054 53.4745437, -2.220416 53.4744354)",
