name,poi_id,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,2056,468395752,,parking,,"POLYGON ((-2.221685 53.4790651, -2.2209367 53.4786326, -2.2204941 53.4788225, -2.2211807 53.4793317, -2.2212011 53.479321, -2.221685 53.4790651))",POINT (-2.221084871833124 53.478972614995)
Stubbs Mill,2057,469234498,,industrial,,"POLYGON ((-2.218993 53.4822638, -2.2192746 53.4821217, -2.219736 53.4824569, -2.2195455 53.4825495, -2.219272 53.48235, -2.219162 53.4823962, -2.218993 53.4822638))",POINT (-2.219363067216897 53.48233112446889)
,2058,475382711,,yes,,"POLYGON ((-2.2640915 53.4897368, -2.2639797 53.4897967, -2.2638913 53.4897429, -2.2640051 53.4896781, -2.2640915 53.4897368))",POINT (-2.263991907194324 53.48973822152571)
,2059,475382712,,yes,,"POLYGON ((-2.2639736 53.4896588, -2.263875 53.4897253, -2.2637795 53.4896769, -2.2638791 53.4896122, -2.2639736 53.4896588))",POINT (-2.263876705189128 53.48966846661211)
,2060,475382713,,yes,,"POLYGON ((-2.2638435 53.4895989, -2.2637622 53.4896679, -2.2636616 53.4896249, -2.2637368 53.4895542, -2.2638435 53.4895989))",POINT (-2.263751440537887 53.48961120127917)
,2061,475382714,,yes,,"POLYGON ((-2.2637012 53.4895463, -2.2636372 53.4896237, -2.2635254 53.489588, -2.2635894 53.4895155, -2.2637012 53.4895463))",POINT (-2.263613626562207 53.48956870587233)
,2062,475382715,,yes,,"POLYGON ((-2.2634735 53.4894961, -2.263438 53.4895778, -2.2633231 53.4895572, -2.2633516 53.4894786, -2.2634735 53.4894961))",POINT (-2.263397160809134 53.48952719821295)
,2063,475382716,,yes,,"POLYGON ((-2.2633018 53.4894762, -2.2633018 53.4895584, -2.2631747 53.4895572, -2.2631747 53.4894738, -2.2633018 53.4894762))",POINT (-2.263238096497585 53.48951639782609)
,2064,475382717,,yes,,"POLYGON ((-2.2631259 53.4894762, -2.263128 53.489556, -2.263003 53.4895584, -2.2630009 53.4894762, -2.2631259 53.4894762))",POINT (-2.263064141521912 53.48951670632139)
,2065,475382718,,yes,,"POLYGON ((-2.2629501 53.4894871, -2.2629735 53.489559, -2.2628759 53.4895717, -2.262819 53.4895034, -2.2629501 53.4894871))",POINT (-2.262903572814065 53.48952861671066)
,2066,475382719,,yes,,"POLYGON ((-2.2645259 53.4894331, -2.2642687 53.4896347, -2.2641485 53.4895825, -2.2644012 53.489379, -2.2645259 53.4894331))",POINT (-2.264336849992543 53.4895067114232)
,2067,475382720,,yes,,"POLYGON ((-2.2647385 53.4891737, -2.2645444 53.4894065, -2.264415 53.4893653, -2.2646045 53.4891361, -2.2647385 53.4891737))",POINT (-2.264575945982766 53.48927026804648)
,2068,475382721,,yes,,"POLYGON ((-2.2648787 53.488906, -2.2647462 53.4891471, -2.264603 53.4891178, -2.2647308 53.4888749, -2.2648787 53.488906))",POINT (-2.264740017772758 53.48901073578429)
,2069,475382722,,yes,,"POLYGON ((-2.2642487 53.4889216, -2.2641177 53.4891636, -2.2639606 53.4891297, -2.2641054 53.4888932, -2.2642487 53.4889216))",POINT (-2.264107063537959 53.48902906265562)
,2070,475413539,,yes,,"POLYGON ((-2.2649114 53.4881266, -2.2650422 53.4882148, -2.2649721 53.4887615, -2.2646686 53.4887552, -2.2646727 53.4886812, -2.2648076 53.4886806, -2.2648824 53.4882084, -2.2647901 53.4882014, -2.264792 53.4881236, -2.2649114 53.4881266))",POINT (-2.264902355966925 53.48846835433515)
,2071,475413540,,yes,,"POLYGON ((-2.2644806 53.4881481, -2.2644841 53.4882343, -2.2641747 53.4882349, -2.2641759 53.4881474, -2.2644806 53.4881481))",POINT (-2.26432844324368 53.48819128612767)
,2072,475413541,,yes,,"POLYGON ((-2.2643323 53.4882461, -2.2643335 53.4883197, -2.2641852 53.4883197, -2.2641829 53.4882454, -2.2643323 53.4882461))",POINT (-2.264258356949759 53.48828267986742)
,2073,475413542,,yes,,"POLYGON ((-2.2643347 53.488344, -2.2643347 53.4885142, -2.2641747 53.4885142, -2.264177 53.4883412, -2.2643347 53.488344))",POINT (-2.264255056076456 53.48842860343201)
,2074,475413543,,yes,,"POLYGON ((-2.2643183 53.4885385, -2.2643206 53.488633, -2.26417 53.4886316, -2.2641677 53.4885378, -2.2643183 53.4885385))",POINT (-2.264244243302679 53.48858522475962)
,2075,475413544,,yes,,"POLYGON ((-2.2644668 53.4886628, -2.2644651 53.4887391, -2.2641523 53.4887366, -2.264154 53.4886603, -2.2644668 53.4886628))",POINT (-2.264309549999997 53.48869970000001)
,2076,475413545,,yes,,"POLYGON ((-2.2646428 53.4886595, -2.2646407 53.4887428, -2.2645035 53.4887416, -2.2645055 53.4886583, -2.2646428 53.4886595))",POINT (-2.264573125244464 53.48870054494446)
,2077,475413546,,yes,,"POLYGON ((-2.264859 53.487421, -2.2649378 53.4874247, -2.2651501 53.4874373, -2.2650864 53.4878922, -2.264944 53.4879659, -2.2648254 53.4879632, -2.2648263 53.487889, -2.2649201 53.4878916, -2.2649785 53.4874952, -2.2648493 53.4874884, -2.264859 53.487421))",POINT (-2.265009626721155 53.48768171958276)
,2078,475413547,,yes,,"POLYGON ((-2.264813 53.4874173, -2.2648086 53.4874952, -2.2646812 53.487491, -2.2646847 53.487411, -2.264813 53.4874173))",POINT (-2.264746599749123 53.48745356197639)
,2079,475413548,,yes,,"POLYGON ((-2.2646579 53.4874053, -2.2646579 53.4874888, -2.2645239 53.4874888, -2.2645239 53.4874053, -2.2646579 53.4874053))",POINT (-2.2645909 53.48744705)
,2080,475413549,,yes,,"POLYGON ((-2.2644972 53.4873984, -2.2644958 53.4874792, -2.2643688 53.4874784, -2.2643702 53.4873976, -2.2644972 53.4873984))",POINT (-2.264433000000001 53.4874384)
,2081,475413550,,yes,,"POLYGON ((-2.2643299 53.487391, -2.2643308 53.4874921, -2.2642069 53.4874926, -2.2642043 53.4873905, -2.2643299 53.487391))",POINT (-2.264267870711631 53.48744143579157)
,2082,475413551,,yes,,"POLYGON ((-2.2643449 53.4875089, -2.2643485 53.4875879, -2.2642105 53.4875874, -2.264206 53.4875084, -2.2643449 53.4875089))",POINT (-2.264277473280432 53.48754810719856)
,2083,475413552,,yes,,"POLYGON ((-2.2643476 53.4876074, -2.2643467 53.4877511, -2.2642007 53.4877516, -2.2642007 53.4876079, -2.2643476 53.4876074))",POINT (-2.264273924969493 53.48767942640843)
,2084,475413553,,yes,,"POLYGON ((-2.2643405 53.4877695, -2.2643405 53.4878427, -2.2641954 53.4878416, -2.2641963 53.4877674, -2.2643405 53.4877695))",POINT (-2.264268009593996 53.4878053361241)
,2085,475413554,,yes,,"POLYGON ((-2.2644883 53.4878674, -2.2644892 53.4879427, -2.2641883 53.4879411, -2.2641901 53.4878664, -2.2644883 53.4878674))",POINT (-2.264339170456452 53.48790445725786)
,2086,475414770,,yes,,"POLYGON ((-2.2640072 53.489324, -2.2639558 53.4893997, -2.2637258 53.489351, -2.2637713 53.4892725, -2.2640072 53.489324))",POINT (-2.263864802341694 53.48933654085563)
,2087,475414771,,yes,,"POLYGON ((-2.2634222 53.4892774, -2.2633872 53.4893691, -2.263253 53.4893503, -2.263288 53.4892594, -2.2634222 53.4892774))",POINT (-2.263337686766136 53.48931407928337)
,2088,475414772,,yes,,"POLYGON ((-2.263602 53.4891684, -2.2635682 53.4892531, -2.2634351 53.4892371, -2.2634701 53.4891517, -2.263602 53.4891684))",POINT (-2.263518726238288 53.4892026087723)
,2089,475414773,,yes,,"POLYGON ((-2.2636655 53.4889204, -2.2636945 53.4890324, -2.2634287 53.4890568, -2.2633996 53.4889448, -2.2636655 53.4889204))",POINT (-2.263547072337309 53.48898859673364)
,2090,475414774,,yes,,"POLYGON ((-2.263309 53.4889759, -2.2633545 53.4890433, -2.2631969 53.4890794, -2.2631549 53.48901, -2.263309 53.4889759))",POINT (-2.263253721614402 53.48902734807829)
,2091,475414775,,yes,,"POLYGON ((-2.2631075 53.4890329, -2.2631519 53.4891007, -2.2630022 53.4891354, -2.2629578 53.4890675, -2.2631075 53.4890329))",POINT (-2.26305483543703 53.4890841308424)
,2092,475414776,,yes,,"POLYGON ((-2.2628747 53.489151, -2.2627848 53.4892795, -2.2626143 53.4892343, -2.2626914 53.4891107, -2.2628747 53.489151))",POINT (-2.262742429768911 53.48919358071012)
,2093,475414777,,yes,,"POLYGON ((-2.2628268 53.4893045, -2.262884 53.4893767, -2.2627486 53.4894122, -2.2626914 53.4893351, -2.2628268 53.4893045))",POINT (-2.262787187414309 53.48935742261909)
,2094,475414778,,yes,,"POLYGON ((-2.2626237 53.489665, -2.2624824 53.4897025, -2.2623668 53.4895539, -2.2625186 53.4895122, -2.2626237 53.489665))",POINT (-2.262497256058575 53.48960740392413)
,2095,475414779,,yes,,"POLYGON ((-2.2624935 53.4894758, -2.2623476 53.4895137, -2.2622946 53.4894415, -2.2624406 53.4894036, -2.2624935 53.4894758))",POINT (-2.26239406878574 53.48945864749129)
,2096,475414780,,yes,,"POLYGON ((-2.2623598 53.4893031, -2.2622933 53.4894059, -2.2620878 53.4893608, -2.2621555 53.4892566, -2.2623598 53.4893031))",POINT (-2.262223852648324 53.48933155701787)
,2097,475414781,,yes,,"POLYGON ((-2.2621628 53.4895447, -2.262212 53.4896138, -2.2619859 53.4896708, -2.2619367 53.4896018, -2.2621628 53.4895447))",POINT (-2.262074372033588 53.48960776762709)
,2098,475414782,,yes,,"POLYGON ((-2.2618685 53.4896181, -2.2619218 53.4896925, -2.261695 53.4897501, -2.2616417 53.4896756, -2.2618685 53.4896181))",POINT (-2.261781729703074 53.48968408210871)
,2099,475414783,,yes,,"POLYGON ((-2.262961 53.4900244, -2.2630143 53.4901161, -2.2626059 53.4902002, -2.2625526 53.4901085, -2.262961 53.4900244))",POINT (-2.26278345 53.49011230000001)
,2100,475414784,,yes,,"POLYGON ((-2.2625329 53.4901183, -2.2625631 53.4902055, -2.2621335 53.4902583, -2.2621033 53.490171, -2.2625329 53.4901183))",POINT (-2.262333160835772 53.49018828039475)
,2101,475414785,,yes,,"POLYGON ((-2.2620902 53.4901845, -2.2620992 53.4902662, -2.2616731 53.4902828, -2.2616641 53.4902012, -2.2620902 53.4901845))",POINT (-2.261881693282642 53.49023367313269)
,2102,475414786,,yes,,"POLYGON ((-2.2617681 53.4900629, -2.2616644 53.4900895, -2.2615943 53.4899818, -2.261703 53.489957, -2.2617681 53.4900629))",POINT (-2.26168205612142 53.49002257177666)
,2103,475414787,,yes,,"POLYGON ((-2.2616166 53.4897678, -2.2616654 53.4898325, -2.2616512 53.4898573, -2.2616857 53.4899111, -2.261579 53.4899353, -2.2614977 53.4897944, -2.2616166 53.4897678))",POINT (-2.261595070699505 53.4898492397981)
,2104,475414788,,yes,,"POLYGON ((-2.262756 53.4898451, -2.2628115 53.4899156, -2.2626359 53.4899642, -2.2625819 53.48989, -2.262756 53.4898451))",POINT (-2.262695865738154 53.48990399606373)
,2105,475414789,,yes,,"POLYGON ((-2.2619202 53.4893228, -2.2619777 53.4893953, -2.2618549 53.4894298, -2.2617974 53.4893572, -2.2619202 53.4893228))",POINT (-2.261887540990531 53.4893762814295)
,2106,475414790,,yes,,"POLYGON ((-2.2617367 53.4893664, -2.2617908 53.4894428, -2.2616721 53.4894725, -2.2616181 53.4893961, -2.2617367 53.4893664))",POINT (-2.261704430977211 53.48941945386973)
,2107,475414791,,yes,,"POLYGON ((-2.261609 53.4894921, -2.2614792 53.4895229, -2.2614256 53.489443, -2.2615553 53.4894121, -2.261609 53.4894921))",POINT (-2.261517290413832 53.48946752302429)
,2108,475414792,,yes,,"POLYGON ((-2.2614291 53.489542, -2.2613778 53.4894605, -2.2612559 53.4894877, -2.2613073 53.4895692, -2.2614291 53.489542))",POINT (-2.261342519482934 53.48951484565776)
,2109,475414793,,yes,,"POLYGON ((-2.262113 53.4890026, -2.2620189 53.4891132, -2.2618929 53.4890752, -2.261987 53.4889646, -2.262113 53.4890026))",POINT (-2.26200295 53.4890389)
,2110,475414794,,yes,,"POLYGON ((-2.2620721 53.4888904, -2.2619453 53.4889341, -2.261816 53.488801, -2.2619429 53.4887574, -2.2620721 53.4888904))",POINT (-2.261944066814719 53.48884572756698)
,2111,475414795,,yes,,"POLYGON ((-2.2618671 53.4887333, -2.2616792 53.4885848, -2.2616037 53.4886205, -2.2616592 53.4886673, -2.261556 53.4887122, -2.2616299 53.4887718, -2.2617331 53.4887268, -2.261784 53.4887708, -2.2618671 53.4887333))",POINT (-2.261704191348398 53.48869209474117)
,2112,475414796,,yes,,"POLYGON ((-2.2615681 53.4887734, -2.2613726 53.4888664, -2.2612894 53.4888044, -2.2614849 53.4887115, -2.2615681 53.4887734))",POINT (-2.261428736857085 53.48878893479523)
,2113,475414797,,yes,,"POLYGON ((-2.2613207 53.4888882, -2.2611202 53.4889834, -2.2610368 53.4889213, -2.2612374 53.4888261, -2.2613207 53.4888882))",POINT (-2.261178765081128 53.48890475212804)
,2114,475414798,,yes,,"POLYGON ((-2.2618264 53.4890669, -2.2618848 53.4891469, -2.2617574 53.4891816, -2.2617025 53.4890974, -2.2618264 53.4890669))",POINT (-2.26179262278887 53.48912358786642)
,2115,475414799,,yes,,"POLYGON ((-2.2616501 53.4891076, -2.261701 53.4891817, -2.2615531 53.4892177, -2.2615022 53.4891436, -2.2616501 53.4891076))",POINT (-2.261601600000001 53.48916265)
,2116,475414800,,yes,,"POLYGON ((-2.2614417 53.4891623, -2.26149 53.4892351, -2.261337 53.489271, -2.2612887 53.4891982, -2.2614417 53.4891623))",POINT (-2.26138935 53.48921665)
,2117,475414801,,yes,,"POLYGON ((-2.2612194 53.4892129, -2.2612731 53.4892917, -2.2611613 53.4893187, -2.2611076 53.4892399, -2.2612194 53.4892129))",POINT (-2.261190350000001 53.48926580000001)
,2118,475414802,,yes,,"POLYGON ((-2.2608584 53.4893101, -2.2609115 53.4893764, -2.2607894 53.4894027, -2.2607523 53.4893532, -2.2608584 53.4893101))",POINT (-2.260830854155326 53.48935982480992)
,2119,475414803,,yes,,"POLYGON ((-2.2610006 53.4889502, -2.2610854 53.4890145, -2.2609514 53.4890771, -2.2608666 53.4890128, -2.2610006 53.4889502))",POINT (-2.260976 53.48901365)
,2120,475414804,,yes,,"POLYGON ((-2.2608915 53.489094, -2.2607607 53.4891538, -2.2606851 53.4890953, -2.2608159 53.4890355, -2.2608915 53.489094))",POINT (-2.2607883 53.48909464999999)
,2121,475414805,,yes,,"POLYGON ((-2.2607018 53.4891785, -2.2605098 53.489269, -2.2604249 53.4892058, -2.2606178 53.4891142, -2.2607018 53.4891785))",POINT (-2.260563626275061 53.4891917856724)
,2122,475414806,,yes,,"POLYGON ((-2.2604718 53.4892865, -2.2601568 53.4894356, -2.2600456 53.4893525, -2.2603607 53.4892034, -2.2604718 53.4892865))",POINT (-2.260258714043583 53.48931950298715)
,2123,475415394,,yes,,"POLYGON ((-2.2638685 53.4880156, -2.2638659 53.4881931, -2.2636388 53.4881919, -2.2636415 53.4880144, -2.2638685 53.4880156))",POINT (-2.263753674846412 53.48810375651391)
,2124,475415395,,yes,,"POLYGON ((-2.2638651 53.4882177, -2.2638658 53.488307, -2.2637367 53.4883073, -2.2637361 53.488218, -2.2638651 53.4882177))",POINT (-2.263800925069968 53.48826250576633)
,2125,475415396,,yes,,"POLYGON ((-2.2638576 53.4883299, -2.2638518 53.4884751, -2.2637036 53.488473, -2.2637094 53.4883278, -2.2638576 53.4883299))",POINT (-2.263780600000001 53.48840145)
,2126,475415397,,yes,,"POLYGON ((-2.2638325 53.4884983, -2.2638313 53.4885872, -2.2637064 53.4885872, -2.263706 53.4884976, -2.2638325 53.4884983))",POINT (-2.263768968792149 53.48854247991842)
,2127,475415398,,yes,,"POLYGON ((-2.2638257 53.4886135, -2.2638108 53.4887134, -2.263688 53.4887069, -2.2637028 53.4886071, -2.2638257 53.4886135))",POINT (-2.263756836558448 53.48866021984101)
,2128,475415399,,yes,,"POLYGON ((-2.2636104 53.4886639, -2.263633 53.4887306, -2.2635141 53.4887449, -2.2634914 53.4886782, -2.2636104 53.4886639))",POINT (-2.263562221758906 53.48870439571682)
,2129,475415400,,yes,,"POLYGON ((-2.2634425 53.4887609, -2.2633398 53.4887803, -2.2633036 53.4887116, -2.2634051 53.4886954, -2.2634425 53.4887609))",POINT (-2.263372484870869 53.48873725805711)
,2130,475415401,,yes,,"POLYGON ((-2.2634098 53.4885789, -2.2632896 53.4885997, -2.263251 53.4885129, -2.2633701 53.4884955, -2.2634098 53.4885789))",POINT (-2.263329840729261 53.48854695328378)
,2131,475415402,,yes,,"POLYGON ((-2.2633378 53.4883768, -2.2633691 53.4884453, -2.2632179 53.4884697, -2.2631867 53.4884013, -2.2633378 53.4883768))",POINT (-2.263277895779885 53.48842327368959)
,2132,475418267,,yes,,"POLYGON ((-2.2626338 53.4888677, -2.262586 53.4889548, -2.2623793 53.4889147, -2.2624272 53.4888275, -2.2626338 53.4888677))",POINT (-2.262506552889362 53.48889117228893)
,2133,475418268,,yes,,"POLYGON ((-2.2628271 53.4888065, -2.2628713 53.4888742, -2.2627443 53.4889036, -2.2627001 53.4888359, -2.2628271 53.4888065))",POINT (-2.262785699999999 53.48885505)
,2134,475418269,,yes,,"POLYGON ((-2.2630396 53.4887615, -2.2630836 53.4888308, -2.262942 53.4888627, -2.262898 53.4887934, -2.2630396 53.4887615))",POINT (-2.2629908 53.4888121)
,2135,475418270,,yes,,"POLYGON ((-2.2629432 53.4886703, -2.2628211 53.4886991, -2.2627639 53.4886133, -2.262886 53.4885845, -2.2629432 53.4886703))",POINT (-2.26285355 53.4886418)
,2136,475418271,,yes,,"POLYGON ((-2.2628642 53.48854, -2.2627254 53.4885777, -2.262684 53.4885236, -2.2628227 53.4884859, -2.2628642 53.48854))",POINT (-2.262774081867063 53.48853180138339)
,2137,475418272,,yes,,"POLYGON ((-2.2624398 53.4887851, -2.2623272 53.4888174, -2.2622579 53.4887317, -2.2623705 53.4886994, -2.2624398 53.4887851))",POINT (-2.26234885 53.4887584)
,2138,475418273,,yes,,"POLYGON ((-2.262348 53.4886553, -2.2622207 53.4886948, -2.2621627 53.4886288, -2.26229 53.4885892, -2.262348 53.4886553))",POINT (-2.262255359999075 53.48864201809665)
,2139,475418274,,yes,,"POLYGON ((-2.2623471 53.4885094, -2.2621617 53.4885907, -2.2620193 53.4884758, -2.2622048 53.4883945, -2.2623471 53.4885094))",POINT (-2.262183217033685 53.48849259832927)
,2140,475418275,,yes,,"POLYGON ((-2.262452 53.4883803, -2.2623177 53.4884313, -2.262247 53.4883655, -2.2623813 53.4883145, -2.262452 53.4883803))",POINT (-2.2623495 53.48837289999999)
,2141,475418276,,yes,,"POLYGON ((-2.2626178 53.4883213, -2.262477 53.4883691, -2.2624145 53.4883038, -2.2625553 53.4882561, -2.2626178 53.4883213))",POINT (-2.26251613910139 53.48831258239517)
,2142,475418277,,yes,,"POLYGON ((-2.2627859 53.4882755, -2.2626416 53.4883166, -2.2625867 53.4882464, -2.2627331 53.488206, -2.2627859 53.4882755))",POINT (-2.262686601626944 53.48826112513726)
,2143,475418278,,yes,,"POLYGON ((-2.2630508 53.4882331, -2.2628177 53.4882824, -2.2627676 53.4881986, -2.2630007 53.4881492, -2.2630508 53.4882331))",POINT (-2.262909219614976 53.48821581905622)
,2144,475418279,,yes,,"POLYGON ((-2.263226 53.4881908, -2.2630726 53.4882168, -2.26304 53.4881473, -2.2631955 53.4881206, -2.263226 53.4881908))",POINT (-2.263133545275793 53.48816878048116)
,2145,475418280,,yes,,"POLYGON ((-2.2634022 53.4881644, -2.2632529 53.4881846, -2.263226 53.4881144, -2.2633753 53.4880942, -2.2634022 53.4881644))",POINT (-2.263314100000001 53.4881394)
,2146,475418281,,yes,,"POLYGON ((-2.2635929 53.4881454, -2.2634344 53.4881606, -2.263412 53.488091, -2.2635736 53.4880735, -2.2635929 53.4881454))",POINT (-2.263503548146695 53.48811745282392)
,2147,475418282,,yes,,"POLYGON ((-2.2613805 53.487964, -2.2615095 53.4883693, -2.2612661 53.4883967, -2.2611371 53.4879915, -2.2613805 53.487964))",POINT (-2.261323303474508 53.48818037019156)
,2148,475418283,,yes,,"POLYGON ((-2.260332 53.4884823, -2.2604685 53.4888752, -2.2602311 53.4889044, -2.2600946 53.4885115, -2.260332 53.4884823))",POINT (-2.26028155 53.48869335000001)
,2149,475418284,,yes,,"POLYGON ((-2.2624335 53.4874722, -2.2625616 53.4878707, -2.2623342 53.4878966, -2.2622061 53.4874981, -2.2624335 53.4874722))",POINT (-2.26238385 53.48768439999999)
,2150,475418285,,yes,,"POLYGON ((-2.2633402 53.4875877, -2.2632456 53.4876308, -2.263148 53.4875548, -2.2632427 53.4875117, -2.2633402 53.4875877))",POINT (-2.263244116596909 53.48757124713513)
,2151,475418286,,yes,,"POLYGON ((-2.2632091 53.4874721, -2.2631077 53.4875185, -2.2630123 53.4874446, -2.2631137 53.4873983, -2.2632091 53.4874721))",POINT (-2.263110699173816 53.48745838321788)
,2152,475418287,,yes,,"POLYGON ((-2.2637096 53.4874421, -2.2636043 53.4874888, -2.2635183 53.4874202, -2.2636235 53.4873735, -2.2637096 53.4874421))",POINT (-2.263613933021553 53.48743115187231)
,2153,475419439,,yes,,"POLYGON ((-2.2521827 53.4889753, -2.2521827 53.4891348, -2.2512738 53.4891385, -2.2512753 53.4889735, -2.2521827 53.4889753))",POINT (-2.251726060222531 53.48905554963694)
,2154,475420588,,yes,,"POLYGON ((-2.254507 53.4885817, -2.2543911 53.4886519, -2.2542599 53.4885751, -2.2543759 53.488505, -2.254507 53.4885817))",POINT (-2.254383468349785 53.48857843293311)
,2155,475420589,,yes,,"POLYGON ((-2.25487 53.4886844, -2.2544766 53.4884487, -2.2544145 53.4884816, -2.2548078 53.4887205, -2.25487 53.4886844))",POINT (-2.254643673702672 53.48858471537557)
,2156,475420590,,yes,,"POLYGON ((-2.2542986 53.4884323, -2.2542061 53.4884873, -2.2540405 53.4883888, -2.254133 53.4883338, -2.2542986 53.4884323))",POINT (-2.25416955 53.48841054999999)
,2157,475420591,,yes,,"POLYGON ((-2.2541329 53.4885292, -2.2541317 53.488645, -2.2540308 53.4886449, -2.2540136 53.4886445, -2.2540149 53.4885288, -2.2541329 53.4885292))",POINT (-2.254073262787439 53.48858696506088)
,2158,475420592,,yes,,"POLYGON ((-2.2544329 53.4888618, -2.2543193 53.4889313, -2.2541905 53.4888569, -2.2543041 53.4887873, -2.2544329 53.4888618))",POINT (-2.254311698236979 53.48885931663103)
,2159,475420593,,yes,,"POLYGON ((-2.2541498 53.4888077, -2.2540391 53.4888062, -2.254014 53.4888077, -2.254014 53.4886653, -2.2541498 53.4886653, -2.2541498 53.4888077))",POINT (-2.254081975538299 53.48873612566184)
,2160,475420594,,yes,,"POLYGON ((-2.2544597 53.4890046, -2.254202 53.4891592, -2.2541029 53.4891007, -2.2543607 53.4889461, -2.2544597 53.4890046))",POINT (-2.254281312484832 53.4890526556153)
,2161,475420595,,yes,,"POLYGON ((-2.2544585 53.4881301, -2.25446 53.4882168, -2.2542533 53.4882181, -2.2542518 53.4881314, -2.2544585 53.4881301))",POINT (-2.2543559 53.4881741)
,2162,475420596,,yes,,"POLYGON ((-2.2541885 53.4881304, -2.2541908 53.4882002, -2.2539796 53.4882027, -2.2539773 53.4881328, -2.2541885 53.4881304))",POINT (-2.254084024815758 53.48816652538289)
,2163,475420597,,yes,,"POLYGON ((-2.2539143 53.4881359, -2.2539147 53.4882137, -2.2536163 53.4882142, -2.2536159 53.4881364, -2.2539143 53.4881359))",POINT (-2.2537653 53.48817505)
,2164,475420878,,yes,,"POLYGON ((-2.2536806 53.4882688, -2.2536831 53.4883919, -2.2535579 53.4883927, -2.2535554 53.4882697, -2.2536806 53.4882688))",POINT (-2.253619258474388 53.48833077477606)
,2165,475420879,,yes,,"POLYGON ((-2.2536944 53.4884323, -2.2536964 53.4885507, -2.2535806 53.4885514, -2.2535786 53.488433, -2.2536944 53.4884323))",POINT (-2.2536375 53.48849185)
,2166,475420880,,yes,,"POLYGON ((-2.2537124 53.4886003, -2.2537128 53.4887123, -2.2535959 53.4887125, -2.2535954 53.4886005, -2.2537124 53.4886003))",POINT (-2.253654124953055 53.48865639201946)
,2167,475420881,,yes,,"POLYGON ((-2.2565721 53.4890815, -2.2565763 53.4893245, -2.2564452 53.4893253, -2.256441 53.4890823, -2.2565721 53.4890815))",POINT (-2.25650865 53.48920339999999)
,2168,475420882,,yes,,"POLYGON ((-2.2566083 53.4890628, -2.2564835 53.4890636, -2.2564807 53.4889113, -2.2566056 53.4889105, -2.2566083 53.4890628))",POINT (-2.256544524772699 53.48898703983592)
,2169,475420883,,yes,,"POLYGON ((-2.2565349 53.4888409, -2.2564493 53.4888921, -2.2562657 53.4887834, -2.2563513 53.4887322, -2.2565349 53.4888409))",POINT (-2.2564003 53.48881215)
,2170,475420884,,yes,,"POLYGON ((-2.2562554 53.488629, -2.2561691 53.4886794, -2.2558689 53.4884976, -2.2559552 53.4884472, -2.2562554 53.488629))",POINT (-2.25606215 53.48856330000001)
,2171,475420885,,yes,,"POLYGON ((-2.2558233 53.4884765, -2.2556627 53.4885271, -2.2556034 53.4884605, -2.2557641 53.4884099, -2.2558233 53.4884765))",POINT (-2.25571336765372 53.48846849885913)
,2172,475420886,,yes,,"POLYGON ((-2.2556883 53.4885678, -2.2556893 53.4888198, -2.255561 53.48882, -2.2555599 53.4885679, -2.2556883 53.4885678))",POINT (-2.255624620683637 53.48869385870845)
,2173,475420887,,yes,,"POLYGON ((-2.2558049 53.488909, -2.2557261 53.4889582, -2.2556018 53.4888877, -2.2556806 53.4888385, -2.2558049 53.488909))",POINT (-2.25570335 53.48889834999999)
,2174,475420888,,yes,,"POLYGON ((-2.2560712 53.4890067, -2.2557661 53.4891857, -2.2556805 53.489134, -2.2559855 53.4889551, -2.2560712 53.4890067))",POINT (-2.25587581783983 53.48907038295108)
,2175,475420889,,yes,,"POLYGON ((-2.2557137 53.489166, -2.2556225 53.4891131, -2.25549 53.489194, -2.2555811 53.4892469, -2.2557137 53.489166))",POINT (-2.255601834004823 53.48917999782983)
,2176,475420890,,yes,,"POLYGON ((-2.2556488 53.4892761, -2.2556502 53.4894321, -2.2555211 53.4894325, -2.2555197 53.4892765, -2.2556488 53.4892761))",POINT (-2.25558495 53.48935430000001)
,2177,475420891,,yes,,"POLYGON ((-2.2558374 53.4895188, -2.2557733 53.4895831, -2.2555488 53.4895038, -2.2556129 53.4894395, -2.2558374 53.4895188))",POINT (-2.2556931 53.4895113)
,2178,475420892,,yes,,"POLYGON ((-2.2560356 53.489459, -2.2560348 53.4895279, -2.2558657 53.4895272, -2.2558666 53.4894582, -2.2560356 53.489459))",POINT (-2.255950654437624 53.48949307826577)
,2179,475420893,,yes,,"POLYGON ((-2.2566117 53.4893371, -2.2566133 53.4894303, -2.2564966 53.489431, -2.256495 53.4893378, -2.2566117 53.4893371))",POINT (-2.25655415 53.48938405)
,2180,475420894,,yes,,"POLYGON ((-2.2565617 53.489458, -2.2565604 53.4895237, -2.2563106 53.489522, -2.2563119 53.4894563, -2.2565617 53.489458))",POINT (-2.25643615 53.48949)
,2181,475420895,,yes,,"POLYGON ((-2.2551816 53.4888568, -2.2551241 53.4888231, -2.2547821 53.4890273, -2.2547319 53.4889999, -2.2547413 53.4889818, -2.2551136 53.4887528, -2.2552391 53.4888213, -2.2551816 53.4888568))",POINT (-2.254980425635888 53.48888076457113)
,2182,475420896,,yes,,"POLYGON ((-2.2553599 53.4886918, -2.2552475 53.488759, -2.255154 53.4887037, -2.2552663 53.4886365, -2.2553599 53.4886918))",POINT (-2.255256933482486 53.48869774902813)
