from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,balance,geometry
185,374,-2238999332,18,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9275425 33.4220137, -111.9275396 33.4221164, -111.9275107 33.4233377)"
376,310,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339932 33.4219122, -111.9339909 33.4220122)"
310,376,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339909 33.4220122, -111.9339932 33.4219122)"
375,233,-2238999332,11,0.001043,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9307627 33.421952, -111.9305265 33.4219557, -111.9301867 33.4219599, -111.9297246 33.4219631, -111.9295985 33.4220148)"
377,376,-2238999332,9,0.000618,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349485 33.421897, -111.9348918 33.4218978, -111.9339932 33.4219122)"
376,375,-2238999332,30,0.000962,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339932 33.4219122, -111.9332111 33.42192, -111.9315141 33.4219382, -111.931265 33.4219439, -111.9311473 33.4219473, -111.9307627 33.421952)"
54,377,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349431 33.4220042, -111.9349485 33.421897)"
377,54,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349485 33.421897, -111.9349431 33.4220042)"
440,0,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9280358432747 33.42506280934404, -111.9275146 33.4245016)"
0,440,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9275146 33.4245016, -111.9280358432747 33.42506280934404)"
441,15,-2238999332,8,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9287465588884 33.42550819460066, -111.9290798 33.4242989)"
15,441,-2238999332,8,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9290798 33.4242989, -111.9287465588884 33.42550819460066)"
442,303,-2238999332,8,0.000773,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9324938360912 33.42483615926083, -111.9339446 33.4251998)"
303,442,-2238999332,8,0.000923,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339446 33.4251998, -111.9324938360912 33.42483615926083)"
443,90,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9310034874332 33.42451077967427, -111.9312627 33.4233579)"
90,443,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9312627 33.4233579, -111.9310034874332 33.42451077967427)"
444,110,-2238999332,6,0.000407,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9375865853916 33.42619086021536, -111.9369046 33.4264765)"
110,444,-2238999332,6,0.000333,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9369046 33.4264765, -111.9375865853916 33.42619086021536)"
445,303,-2238999332,9,0.002112,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9331086045684 33.42402752456969, -111.9339446 33.4251998)"
303,445,-2238999332,9,0.002112,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339446 33.4251998, -111.9331086045684 33.42402752456969)"
446,66,-2238999332,6,0.000883,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9338445684439 33.41654799600259, -111.933278 33.4160881)"
66,446,-2238999332,6,0.000810,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.933278 33.4160881, -111.9338445684439 33.41654799600259)"
447,290,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9344966117691 33.41656417567456, -111.9349531 33.4160981)"
290,447,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349531 33.4160981, -111.9344966117691 33.41656417567456)"
448,290,-2238999332,6,0.000718,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9355249879962 33.41649295171043, -111.9349531 33.4160981)"
290,448,-2238999332,6,0.000648,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349531 33.4160981, -111.9355249879962 33.41649295171043)"
449,312,-2238999332,6,0.000566,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9362788125786 33.41696009135995, -111.936655 33.4174833)"
312,449,-2238999332,6,0.000631,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936655 33.4174833, -111.9362788125786 33.41696009135995)"
450,312,-2238999332,6,0.000403,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9356363680231 33.41721034768429, -111.936655 33.4174833)"
312,450,-2238999332,6,0.000508,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936655 33.4174833, -111.9356363680231 33.41721034768429)"
451,314,-2238999332,6,0.000617,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9354974485366 33.41762575029788, -111.9366549 33.4176535)"
314,451,-2238999332,6,0.000733,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366549 33.4176535, -111.9354974485366 33.41762575029788)"
452,314,-2238999332,6,0.000467,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9361687646759 33.41794461461026, -111.9366549 33.4176535)"
314,452,-2238999332,6,0.000524,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366549 33.4176535, -111.9361687646759 33.41794461461026)"
453,63,-2238999332,7,0.000772,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9378255986374 33.41792530126661, -111.9381178 33.419078)"
63,453,-2238999332,7,0.000891,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381178 33.419078, -111.9378255986374 33.41792530126661)"
454,193,-2238999332,6,0.000441,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9372562507121 33.41888297256338, -111.9366173 33.4190676)"
193,454,-2238999332,6,0.000374,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9372562507121 33.41888297256338)"
455,134,-2238999332,6,0.000308,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9390414751922 33.41804776551981, -111.9398468 33.4176189)"
134,455,-2238999332,6,0.000387,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398468 33.4176189, -111.9390414751922 33.41804776551981)"
456,63,-2238999332,6,0.000314,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9384161263849 33.41868554965327, -111.9381178 33.419078)"
63,456,-2238999332,6,0.000265,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381178 33.419078, -111.9384161263849 33.41868554965327)"
457,203,-2238999332,6,0.000018,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9393999 33.4194169, -111.9398606 33.4193366)"
203,457,-2238999332,6,0.000064,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398606 33.4193366, -111.9393999 33.4194169)"
458,195,-2238999332,6,0.000388,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9377832220037 33.42020245116657, -111.9381205 33.4205221)"
195,458,-2238999332,6,0.000434,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381205 33.4205221, -111.9377832220037 33.42020245116657)"
459,193,-2238999332,6,0.000815,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9373359753222 33.41937244603641, -111.9366173 33.4190676)"
193,459,-2238999332,6,0.000738,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9373359753222 33.41937244603641)"
460,193,-2238999332,6,0.000636,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9371206939492 33.41986117524664, -111.9366173 33.4190676)"
193,460,-2238999332,6,0.000542,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9371206939492 33.41986117524664)"
461,130,-2238999332,6,0.001066,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9369018917017 33.42032503063584, -111.936667 33.4212884)"
130,461,-2238999332,6,0.000968,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936667 33.4212884, -111.9369018917017 33.42032503063584)"
462,195,-2238999332,6,0.000703,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9373196 33.42050895, -111.9381205 33.4205221)"
195,462,-2238999332,6,0.000781,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381205 33.4205221, -111.9373196 33.42050895)"
463,195,-2238999332,6,0.000374,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9378201362632 33.4209310566375, -111.9381205 33.4205221)"
195,463,-2238999332,6,0.000425,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381205 33.4205221, -111.9378201362632 33.4209310566375)"
464,124,-2238999332,6,0.000225,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9375168877276 33.42158481029963, -111.9381462 33.4218977)"
124,464,-2238999332,6,0.000295,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381462 33.4218977, -111.9375168877276 33.42158481029963)"
465,124,-2238999332,6,0.000300,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9378248188351 33.42163300173983, -111.9381462 33.4218977)"
124,465,-2238999332,6,0.000342,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9381462 33.4218977, -111.9378248188351 33.42163300173983)"
466,130,-2238999332,6,0.000561,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9370509 33.42154725000001, -111.936667 33.4212884)"
130,466,-2238999332,6,0.000514,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936667 33.4212884, -111.9370509 33.42154725000001)"
467,130,-2238999332,6,0.000432,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9370487 33.42101945, -111.936667 33.4212884)"
130,467,-2238999332,6,0.000386,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.936667 33.4212884, -111.9370487 33.42101945)"
468,78,-2238999332,6,0.000786,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9343609382369 33.41768349885134, -111.9338106 33.4174451)"
78,468,-2238999332,6,0.000726,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9338106 33.4174451, -111.9343609382369 33.41768349885134)"
469,67,-2238999332,6,0.001167,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9345787304986 33.41902321243499, -111.9339665 33.4183547)"
67,469,-2238999332,6,0.001076,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339665 33.4183547, -111.9345787304986 33.41902321243499)"
470,193,-2238999332,7,0.000548,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9352841606869 33.41886245559178, -111.9366173 33.4190676)"
193,470,-2238999332,7,0.000682,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9352841606869 33.41886245559178)"
471,67,-2238999332,7,0.000710,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93531345 33.41852355, -111.9339665 33.4183547)"
67,471,-2238999332,7,0.000574,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339665 33.4183547, -111.93531345 33.41852355)"
472,193,-2238999332,6,0.000512,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9359876158318 33.41852749885645, -111.9366173 33.4190676)"
193,472,-2238999332,6,0.000595,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9359876158318 33.41852749885645)"
473,193,-2238999332,6,0.000361,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9358670949681 33.41911558119676, -111.9366173 33.4190676)"
193,473,-2238999332,6,0.000437,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9358670949681 33.41911558119676)"
474,193,-2238999332,6,0.000423,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9362725995384 33.41911670973946, -111.9366173 33.4190676)"
193,474,-2238999332,6,0.000457,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9362725995384 33.41911670973946)"
475,193,-2238999332,7,0.000632,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9361369624522 33.42011906104774, -111.9366173 33.4190676)"
193,475,-2238999332,7,0.000748,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9361369624522 33.42011906104774)"
476,193,-2238999332,8,0.000580,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9354902970984 33.4199516108573, -111.9366173 33.4190676)"
193,476,-2238999332,8,0.000723,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366173 33.4190676, -111.9354902970984 33.4199516108573)"
477,129,-2238999332,6,0.001136,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9363860583314 33.42054253243025, -111.9366407 33.4212929)"
129,477,-2238999332,6,0.001162,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366407 33.4212929, -111.9363860583314 33.42054253243025)"
478,129,-2238999332,6,0.000420,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9362691807283 33.42100399026641, -111.9366407 33.4212929)"
129,478,-2238999332,6,0.000467,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366407 33.4212929, -111.9362691807283 33.42100399026641)"
479,310,-2238999332,6,0.000935,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93444435 33.42228249999999, -111.9339909 33.4220122)"
310,479,-2238999332,6,0.000882,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339909 33.4220122, -111.93444435 33.42228249999999)"
480,273,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9306064890547 33.41903706138957, -111.9313989 33.4183647)"
273,480,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.9306064890547 33.41903706138957)"
481,273,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9314523963308 33.41892513418694, -111.9313989 33.4183647)"
273,481,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.9314523963308 33.41892513418694)"
482,271,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313943393183 33.41787961355529, -111.9313904 33.4174105)"
271,482,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313904 33.4174105, -111.9313943393183 33.41787961355529)"
483,297,-2238999332,6,0.001200,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9295619473745 33.42064251238559, -111.9289618 33.4208697)"
297,483,-2238999332,6,0.001136,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9289618 33.4208697, -111.9295619473745 33.42064251238559)"
484,297,-2238999332,6,0.001204,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9295953720814 33.42103853071611, -111.9289618 33.4208697)"
297,484,-2238999332,6,0.001139,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9289618 33.4208697, -111.9295953720814 33.42103853071611)"
485,270,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9330755547083 33.41784825796991, -111.9326901 33.4173693)"
270,485,-2238999332,6,0.001188,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9326901 33.4173693, -111.9330755547083 33.41784825796991)"
486,270,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93239095 33.4178427, -111.9326901 33.4173693)"
270,486,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9326901 33.4173693, -111.93239095 33.4178427)"
487,271,-2238999332,6,0.001213,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9318601001915 33.41779867596485, -111.9313904 33.4174105)"
271,487,-2238999332,6,0.001152,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313904 33.4174105, -111.9318601001915 33.41779867596485)"
488,271,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93078015 33.4178386, -111.9313904 33.4174105)"
271,488,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313904 33.4174105, -111.93078015 33.4178386)"
489,43,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.92972232077 33.41708848341123, -111.9294043 33.4166443)"
43,489,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9294043 33.4166443, -111.92972232077 33.41708848341123)"
490,294,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9294615461955 33.41780754392725, -111.928844 33.4180457)"
294,490,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.928844 33.4180457, -111.9294615461955 33.41780754392725)"
491,257,-2238999332,6,0.001433,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9272285344359 33.41766904379876, -111.9263 33.4175412)"
257,491,-2238999332,6,0.001340,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9263 33.4175412, -111.9272285344359 33.41766904379876)"
492,377,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9345719631244 33.42093010843197, -111.9349485 33.421897)"
377,492,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349485 33.421897, -111.9345719631244 33.42093010843197)"
493,77,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93356205 33.41909335, -111.9338292 33.4183283)"
77,493,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9338292 33.4183283, -111.93356205 33.41909335)"
494,67,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9338193951831 33.41952266516335, -111.9339665 33.4183547)"
67,494,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339665 33.4183547, -111.9338193951831 33.41952266516335)"
495,67,-2238999332,11,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9337502 33.420015, -111.9339665 33.4183547)"
67,495,-2238999332,11,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339665 33.4183547, -111.9337502 33.420015)"
496,309,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9321003692859 33.42007454726523, -111.9316969 33.4202848)"
309,496,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9316969 33.4202848, -111.9321003692859 33.42007454726523)"
497,309,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313689291706 33.41976093998081, -111.9316969 33.4202848)"
309,497,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9316969 33.4202848, -111.9313689291706 33.41976093998081)"
498,273,-2238999332,6,0.000909,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9321261414156 33.41862782178136, -111.9313989 33.4183647)"
273,498,-2238999332,6,0.000831,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.9321261414156 33.41862782178136)"
499,273,-2238999332,6,0.001018,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93237165 33.4187934, -111.9313989 33.4183647)"
273,499,-2238999332,6,0.000912,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.93237165 33.4187934)"
500,273,-2238999332,6,0.001142,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9322364964627 33.41896159674588, -111.9313989 33.4183647)"
273,500,-2238999332,6,0.001039,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.9322364964627 33.41896159674588)"
501,273,-2238999332,6,0.001227,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93219575 33.4191301, -111.9313989 33.4183647)"
273,501,-2238999332,6,0.001117,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9313989 33.4183647, -111.93219575 33.4191301)"
502,309,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93223865 33.41930920000001, -111.9316969 33.4202848)"
309,502,-2238999332,7,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9316969 33.4202848, -111.93223865 33.41930920000001)"
503,309,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93219575 33.4194919, -111.9316969 33.4202848)"
309,503,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9316969 33.4202848, -111.93219575 33.4194919)"
504,309,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.93223865 33.4196638, -111.9316969 33.4202848)"
309,504,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9316969 33.4202848, -111.93223865 33.4196638)"
505,296,-2238999332,6,0.001318,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9295582702665 33.41987398902991, -111.9289065 33.4200493)"
296,505,-2238999332,6,0.001251,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9289065 33.4200493, -111.9295582702665 33.41987398902991)"
506,129,-2238999332,7,0.000400,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9355014567818 33.42060001037134, -111.9366407 33.4212929)"
129,506,-2238999332,7,0.000534,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366407 33.4212929, -111.9355014567818 33.42060001037134)"
507,294,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9284121889494 33.41744601772986, -111.928844 33.4180457)"
294,507,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.928844 33.4180457, -111.9284121889494 33.41744601772986)"
508,318,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9282765994115 33.42071837501794, -111.9278714 33.4202692)"
318,508,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9278714 33.4202692, -111.9282765994115 33.42071837501794)"
509,384,-2238999332,6,0.000401,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9372490296901 33.41545225171208, -111.9366102 33.415)"
384,509,-2238999332,6,0.000323,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366102 33.415, -111.9372490296901 33.41545225171208)"
510,132,-2238999332,6,0.000237,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9388847172158 33.41690956763006, -111.9398371 33.4170325)"
132,510,-2238999332,6,0.000307,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9398371 33.4170325, -111.9388847172158 33.41690956763006)"
511,377,-2238999332,6,0.000768,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9353223 33.4215124, -111.9349485 33.421897)"
377,511,-2238999332,6,0.000714,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349485 33.421897, -111.9353223 33.4215124)"
512,377,-2238999332,6,0.000827,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9355421202027 33.4210602522133, -111.9349485 33.421897)"
377,512,-2238999332,6,0.000724,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9349485 33.421897, -111.9355421202027 33.4210602522133)"
513,129,-2238999332,6,0.000538,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9361904666191 33.4215083705127, -111.9366407 33.4212929)"
129,513,-2238999332,6,0.000588,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366407 33.4212929, -111.9361904666191 33.4215083705127)"
514,53,-2238999332,6,0.000502,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9363509181718 33.42170447798722, -111.9366625 33.4219038)"
53,514,-2238999332,6,0.000539,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9366625 33.4219038, -111.9363509181718 33.42170447798722)"
515,376,-2238999332,9,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339622736416 33.42056558997257, -111.9339932 33.4219122)"
376,515,-2238999332,9,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339932 33.4219122, -111.9339622736416 33.42056558997257)"
516,376,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9335481216568 33.42096524448375, -111.9339932 33.4219122)"
376,516,-2238999332,6,0.050000,999999.000000,999999.000000,999999,0,0,0.000000,0.000000,"LINESTRING (-111.9339932 33.4219122, -111.9335481216568 33.42096524448375)"
