sensor_no,sensor_id,Average of volume_pl_ph,Average of lanes,link_volume_per_hour,link_volume_period,,geometry,reference_speed,reference_lanes,lane_volume,allowed_link_type_code,blocked_link_type_code
901,24095AB,322.875,2,645.75,2583,,"LINESTRING (-112.134443 33.647324, -112.134367 33.639604)",40,2,322.875,,
902,24095BA,205.375,3,616.125,2464.5,,"LINESTRING (-112.134367 33.639604, -112.134443 33.647324)",40,3,205.375,,
903,24144AB,324.1875,2,648.375,2593.5,,"LINESTRING (-112.134676 33.680219, -112.134694 33.67645)",41,2,324.1875,,
904,24144BA,290.25,2,580.5,2322,,"LINESTRING (-112.134694 33.67645, -112.134676 33.680219)",41,2,290.25,,
905,24171AB,532.75,3,1598.25,6393,,"LINESTRING (-112.099633 33.611067, -112.074496 33.60763)",40,3,532.75,,
906,24171BA,258.25,3,774.75,3099,,"LINESTRING (-112.074496 33.60763, -112.099633 33.611067)",40,3,258.25,,
907,24219AB,307.90625,3,923.71875,3694.875,,"LINESTRING (-112.125362 33.567486, -112.120855 33.567509)",40,3,307.90625,,
908,24219BA,252.75,3,758.25,3033,,"LINESTRING (-112.120855 33.567509, -112.125362 33.567486)",40,3,252.75,,
909,24264AB,387.1071429,3,1161.321429,4645.285715,,"LINESTRING (-112.121517 33.581953, -112.125032 33.58195)",40,3,387.1071429,,
910,24264BA,580.375,3,1741.125,6964.5,,"LINESTRING (-112.125032 33.58195, -112.121517 33.581953)",40,3,580.375,,
911,24311AB,527.75,3,1583.25,6333,,"LINESTRING (-112.107634 33.567442, -112.10455 33.567504)",40,3,527.75,,
912,24311BA,466.25,2,932.5,3730,,"LINESTRING (-112.10455 33.567504, -112.107634 33.567442)",40,2,466.25,,
913,24335AB,576.375,2,1152.75,4611,,"LINESTRING (-112.099631 33.582086, -112.099645 33.57485)",40,2,576.375,,
914,24335BA,121.5,3,364.5,1458,,"LINESTRING (-112.099645 33.57485, -112.099631 33.582086)",40,3,121.5,,
915,24342AB,327.2916667,2,654.5833334,2618.333334,,"LINESTRING (-112.108113 33.581975, -112.112463 33.581998)",40,2,327.2916667,,
916,24342BA,314.375,3,943.125,3772.5,,"LINESTRING (-112.112463 33.581998, -112.108113 33.581975)",40,3,314.375,,
917,24377AB,419.9375,2,839.875,3359.5,,"LINESTRING (-112.125343 33.596394, -112.120787 33.596396)",40,2,419.9375,,
918,24377BA,197.625,3,592.875,2371.5,,"LINESTRING (-112.120787 33.596396, -112.125343 33.596394)",40,3,197.625,,
919,24390AB,746.75,1,746.75,2987,,"LINESTRING (-112.116823 33.589191, -112.116844 33.593148)",70,1,746.75,,
920,24391AB,1413.46875,1,1413.46875,5653.875,,"LINESTRING (-112.116946 33.592762, -112.116988 33.589128)",70,1,1413.46875,,
921,24393AB,1251,3,3753,15012,,"LINESTRING (-112.116763 33.589185, -112.116752 33.590883)",70,3,1251,f,a
922,24447AB,426.7142857,3,1280.142857,5120.571428,,"LINESTRING (-112.122666 33.610816, -112.119148 33.610835)",40,3,426.7142857,,
923,24447BA,325.875,3,977.625,3910.5,,"LINESTRING (-112.119148 33.610835, -112.122666 33.610816)",40,3,325.875,,
924,24488AB,242.675,2,485.35,1941.4,,"LINESTRING (-112.108029 33.596425, -112.112316 33.596426)",40,2,242.675,,
925,24488BA,329,2,658,2632,,"LINESTRING (-112.112316 33.596426, -112.108029 33.596425)",40,2,329,,
926,24501AB,315.375,3,946.125,3784.5,,"LINESTRING (-112.107543 33.611005, -112.112305 33.610921)",40,3,315.375,,
927,24501BA,666.3333333,2,1332.666667,5330.666666,,"LINESTRING (-112.112305 33.610921, -112.107543 33.611005)",40,2,666.3333333,,
928,24650AB,363.6458333,3,1090.9375,4363.75,,"LINESTRING (-112.120801 33.62528, -112.125012 33.625266)",40,3,363.6458333,,
929,24650BA,666.75,2,1333.5,5334,,"LINESTRING (-112.125012 33.625266, -112.120801 33.62528)",40,2,666.75,,
930,24693AB,373.0892857,3,1119.267857,4477.071428,,"LINESTRING (-112.120655 33.639837, -112.121399 33.639813)",40,3,373.0892857,,
931,24693BA,528.375,3,1585.125,6340.5,,"LINESTRING (-112.121399 33.639813, -112.120655 33.639837)",40,3,528.375,,
932,24721AB,324.625,2,649.25,2597,,"LINESTRING (-112.09967 33.632834, -112.099674 33.625617)",40,2,324.625,,
933,24721BA,193.75,3,581.25,2325,,"LINESTRING (-112.099674 33.625617, -112.09967 33.632834)",40,3,193.75,,
934,24722AB,524,2,1048,4192,,"LINESTRING (-112.11239 33.625292, -112.107883 33.625316)",40,2,524,,
935,24722BA,406.75,2,813.5,3254,,"LINESTRING (-112.107883 33.625316, -112.11239 33.625292)",40,2,406.75,,
936,24729AB,1088.1875,3,3264.5625,13058.25,,"LINESTRING (-112.115209 33.643442, -112.114911 33.647397)",70,3,1088.1875,f,a
937,24732AB,958.625,1,958.625,3834.5,,"LINESTRING (-112.115164 33.647364, -112.115403 33.64312)",70,1,958.625,,
938,24733AB,378.75,1,378.75,1515,,"LINESTRING (-112.115308 33.643125, -112.114958 33.647401)",70,1,378.75,,
939,24768AB,295.296875,3,885.890625,3543.5625,,"LINESTRING (-112.099704 33.64013, -112.103975 33.640125)",40,3,295.296875,,
940,24768BA,427.375,3,1282.125,5128.5,,"LINESTRING (-112.103975 33.640125, -112.099704 33.64013)",40,3,427.375,,
941,24777AB,891.25,3,2673.75,10695,,"LINESTRING (-112.099555 33.669543, -112.10426 33.668916)",70,3,891.25,f,a
942,24779AB,790.7916667,3,2372.375,9489.5,,"LINESTRING (-112.106529 33.66887, -112.12733 33.668871)",70,3,790.7916667,f,a
943,24782AB,703.125,3,2109.375,8437.5,,"LINESTRING (-112.127753 33.668583, -112.114075 33.668614)",70,3,703.125,f,a
944,24792AB,278.875,1,278.875,1115.5,,"LINESTRING (-112.129902 33.668659, -112.119682 33.668657)",70,1,278.875,,
945,24793AB,845.5,1,845.5,3382,,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",70,1,845.5,,
946,24804AB,159,3,477,1908,,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",40,3,159,,
947,24804BA,278.5,3,835.5,3342,,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",40,3,278.5,,
948,24811AB,371.2708333,3,1113.8125,4455.25,,"LINESTRING (-112.121138 33.654666, -112.125819 33.654647)",40,3,371.2708333,,
949,24811BA,715.0666667,2,1430.133333,5720.533334,,"LINESTRING (-112.125819 33.654647, -112.121138 33.654666)",40,2,715.0666667,,
950,24946AB,398.6041666,3,1195.8125,4783.249999,,"LINESTRING (-112.111208 33.654714, -112.108444 33.654719)",40,3,398.6041666,,
951,24946BA,225.875,3,677.625,2710.5,,"LINESTRING (-112.108444 33.654719, -112.111208 33.654714)",40,3,225.875,,
952,25020AB,445.9107143,3,1337.732143,5350.928572,,"LINESTRING (-112.10868 33.683831, -112.09989 33.683763)",40,3,445.9107143,,
953,25020BA,193.75,3,581.25,2325,,"LINESTRING (-112.09989 33.683763, -112.10868 33.683831)",40,3,193.75,,
954,25079AB,177.5,1,177.5,710,,"LINESTRING (-112.112217 33.680313, -112.112504 33.688562)",70,1,177.5,,
955,25149AB,239.4583333,3,718.3749999,2873.5,,"LINESTRING (-112.07413 33.634002, -112.080931 33.632924)",41,3,239.4583333,,
956,25149BA,448.0416667,3,1344.125,5376.5,,"LINESTRING (-112.080931 33.632924, -112.07413 33.634002)",41,3,448.0416667,,
957,25199AB,1071.34375,3,3214.03125,12856.125,,"LINESTRING (-112.098558 33.66935, -112.092844 33.669485)",70,3,1071.34375,f,a
958,25212AB,237.5,2,475,1900,,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",40,2,237.5,,
959,25212BA,296.25,2,592.5,2370,,"LINESTRING (-112.082814 33.654619, -112.082824 33.661901)",40,2,296.25,,
960,25258AB,421.9702381,3,1265.910714,5063.642857,,"LINESTRING (-112.122044 33.712878, -112.13522 33.712853)",41,3,421.9702381,,
961,25258BA,681.3750001,3,2044.125,8176.500001,,"LINESTRING (-112.13522 33.712853, -112.122044 33.712878)",41,3,681.3750001,,
962,25259AB,194.925,2,389.85,1559.4,,"LINESTRING (-112.124323 33.701087, -112.130904 33.698308)",41,2,194.925,,
963,25259BA,336.5625,2,673.125,2692.5,,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",41,2,336.5625,,
964,25266AB,531.5625,1,531.5625,2126.25,,"LINESTRING (-112.134454 33.793046, -112.131355 33.77872)",75,1,531.5625,,
965,25269AB,180.375,1,180.375,721.5,,"LINESTRING (-112.131093 33.778765, -112.134137 33.792978)",75,1,180.375,,
966,2527AB,336.25,1,336.25,1345,,"LINESTRING (-112.332205 33.42065, -112.340639 33.420814)",41,1,336.25,,
967,2527BA,306.875,1,306.875,1227.5,,"LINESTRING (-112.340639 33.420814, -112.332205 33.42065)",41,1,306.875,,
968,25294AB,773.6875,2,1547.375,6189.5,,"LINESTRING (-112.169754 33.712505, -112.161041 33.712584)",41,2,773.6875,,
969,25294BA,239.3125,2,478.625,1914.5,,"LINESTRING (-112.161041 33.712584, -112.169754 33.712505)",41,2,239.3125,,
970,25367AB,886.6875,2,1773.375,7093.5,,"LINESTRING (-112.175032 33.77162, -112.170586 33.769285)",57,2,886.6875,,
971,25370AB,300.125,2,600.25,2401,,"LINESTRING (-112.17477 33.772025, -112.175102 33.772013)",57,2,300.125,,
972,25461AB,344.125,1,344.125,1376.5,,"LINESTRING (-112.139712 33.798168, -112.146696 33.798169)",59,1,344.125,,
973,25461BA,246.875,1,246.875,987.5,,"LINESTRING (-112.146696 33.798169, -112.139712 33.798168)",59,1,246.875,,
974,25592AB,496.8125,2,993.625,3974.5,,"LINESTRING (-112.100042 33.698262, -112.099911 33.691122)",41,2,496.8125,,
975,25592BA,205.5833333,3,616.7499999,2467,,"LINESTRING (-112.099911 33.691122, -112.100042 33.698262)",41,3,205.5833333,,
976,25602AB,196.875,2,393.75,1575,,"LINESTRING (-112.112259 33.700191, -112.108713 33.700602)",41,2,196.875,,
977,25602BA,125.25,2,250.5,1002,,"LINESTRING (-112.108713 33.700602, -112.112259 33.700191)",41,2,125.25,,
978,2560AB,159.0625,2,318.125,1272.5,,"LINESTRING (-112.397407 33.487106, -112.393414 33.48332)",41,2,159.0625,,
979,2560BA,142.125,2,284.25,1137,,"LINESTRING (-112.393414 33.48332, -112.397407 33.487106)",41,2,142.125,,
980,25637AB,273.3690476,3,820.1071428,3280.428571,,"LINESTRING (-112.11076 33.712888, -112.112765 33.712911)",41,3,273.3690476,,
981,25637BA,455.0833334,3,1365.25,5461.000001,,"LINESTRING (-112.112765 33.712911, -112.11076 33.712888)",41,3,455.0833334,,
982,25642AB,343.4375,2,686.875,2747.5,,"LINESTRING (-112.116917 33.725622, -112.113726 33.725626)",41,2,343.4375,,
983,25642BA,594.5,1,594.5,2378,,"LINESTRING (-112.113726 33.725626, -112.116917 33.725622)",41,1,594.5,,
984,25785AB,540.075,3,1620.225,6480.9,,"LINESTRING (-112.13185 33.782899, -112.132359 33.785254)",71,3,540.075,,
985,25805AB,538.0625,2,1076.125,4304.5,,"LINESTRING (-112.131522 33.798271, -112.129115 33.798407)",41,2,538.0625,,
986,25805BA,525.125,2,1050.25,4201,,"LINESTRING (-112.129115 33.798407, -112.131522 33.798271)",41,2,525.125,,
987,25819AB,480,2,960,3840,,"LINESTRING (-112.082696 33.799111, -112.073884 33.79919)",41,2,480,,
988,25819BA,317.6875,2,635.375,2541.5,,"LINESTRING (-112.073884 33.79919, -112.082696 33.799111)",41,2,317.6875,,
989,25834AB,458.25,3,1374.75,5499,,"LINESTRING (-112.06547 33.630533, -112.065451 33.62577)",41,3,458.25,,
990,25834BA,201.25,3,603.75,2415,,"LINESTRING (-112.065451 33.62577, -112.06547 33.630533)",41,3,201.25,,
991,25837AB,213.5,2,427,1708,,"LINESTRING (-111.996045 33.626405, -111.995986 33.619143)",41,2,213.5,,
992,25837BA,247.5625,2,495.125,1980.5,,"LINESTRING (-111.995986 33.619143, -111.996045 33.626405)",41,2,247.5625,,
993,25839AB,332.375,3,997.125,3988.5,,"LINESTRING (-111.977802 33.626097, -111.977859 33.618811)",41,3,332.375,,
994,25839BA,217.5,3,652.5,2610,,"LINESTRING (-111.977859 33.618811, -111.977802 33.626097)",41,3,217.5,,
995,25841AB,207.75,2,415.5,1662,,"LINESTRING (-111.942958 33.625939, -111.943045 33.618645)",40,2,207.75,,
996,25841BA,216.875,2,433.75,1735,,"LINESTRING (-111.943045 33.618645, -111.942958 33.625939)",40,2,216.875,,
997,25842AB,359.8125,2,719.625,2878.5,,"LINESTRING (-111.995933 33.61187, -112.00462 33.613323)",41,2,359.8125,,
998,25842BA,330.1875,2,660.375,2641.5,,"LINESTRING (-112.00462 33.613323, -111.995933 33.61187)",41,2,330.1875,,
999,25844AB,582.6875,2,1165.375,4661.5,,"LINESTRING (-111.995718 33.582738, -112.0044 33.582615)",41,2,582.6875,,
1000,25844BA,582.9583334,3,1748.875,6995.500001,,"LINESTRING (-112.0044 33.582615, -111.995718 33.582738)",41,3,582.9583334,,
1001,25848AB,1750.666667,3,5252.000001,21008,,"LINESTRING (-112.009087 33.62129, -112.009628 33.618974)",71,3,1750.666667,,
1002,25849AB,415.875,1,415.875,1663.5,,"LINESTRING (-112.009309 33.619018, -112.00802 33.623088)",75,1,415.875,,
1003,25850AB,1930.541667,3,5791.625001,23166.5,,"LINESTRING (-112.00924 33.619018, -112.008665 33.621334)",71,3,1930.541667,,
1004,25854AB,665.25,1,665.25,2661,,"LINESTRING (-112.00815 33.623398, -112.009551 33.618974)",75,1,665.25,,
1005,25891AB,641.75,2,1283.5,5134,,"LINESTRING (-112.065965 33.593931, -112.065077 33.58177)",41,2,641.75,,
1006,25891BA,186.2083333,3,558.6249999,2234.5,,"LINESTRING (-112.065077 33.58177, -112.065965 33.593931)",41,3,186.2083333,,
1007,25908AB,744.875,2,1489.75,5959,,"LINESTRING (-112.065287 33.560514, -112.065277 33.557237)",40,2,744.875,,
1008,25908BA,217.875,3,653.625,2614.5,,"LINESTRING (-112.065277 33.557237, -112.065287 33.560514)",40,3,217.875,,
1009,25919AB,403.25,2,806.5,3226,,"LINESTRING (-112.057773 33.574914, -112.060401 33.571379)",41,2,403.25,,
1010,25919BA,208.4583333,2,416.9166666,1667.666666,,"LINESTRING (-112.060401 33.571379, -112.057773 33.574914)",41,2,208.4583333,,
1011,26076AB,280.6875,2,561.375,2245.5,,"LINESTRING (-112.013223 33.604267, -112.013148 33.596967)",41,2,280.6875,,
1012,26076BA,161.625,2,323.25,1293,,"LINESTRING (-112.013148 33.596967, -112.013223 33.604267)",41,2,161.625,,
1013,26085AB,264.7083333,3,794.1249999,3176.5,,"LINESTRING (-112.021822 33.596867, -112.030488 33.596741)",41,3,264.7083333,,
1014,26085BA,627.4166667,3,1882.25,7529,,"LINESTRING (-112.030488 33.596741, -112.021822 33.596867)",41,3,627.4166667,,
1015,2617AB,149.25,1,149.25,597,,"LINESTRING (-112.431209 33.435623, -112.436236 33.435618)",41,1,149.25,,
1016,2617BA,425.375,1,425.375,1701.5,,"LINESTRING (-112.436236 33.435618, -112.431209 33.435623)",41,1,425.375,,
1017,26188AB,317.875,3,953.625,3814.5,,"LINESTRING (-112.065571 33.654825, -112.065548 33.64757)",40,3,317.875,,
1018,26188BA,298.375,3,895.125,3580.5,,"LINESTRING (-112.065548 33.64757, -112.065571 33.654825)",40,3,298.375,,
1019,26190AB,502.625,3,1507.875,6031.5,,"LINESTRING (-112.039466 33.632806, -112.030781 33.631868)",41,3,502.625,,
1020,26190BA,194.875,3,584.625,2338.5,,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",41,3,194.875,,
1021,26195AB,1866.5,1,1866.5,7466,,"LINESTRING (-112.056408 33.669042, -112.016935 33.672713)",75,1,1866.5,,
1022,26196AB,361.125,1,361.125,1444.5,,"LINESTRING (-112.016892 33.672872, -112.056479 33.669177)",75,1,361.125,,
1023,26200AB,221.4166667,3,664.2500001,2657,,"LINESTRING (-112.048184 33.640388, -112.056858 33.640338)",41,3,221.4166667,,
1024,26200BA,477.1666667,3,1431.5,5726,,"LINESTRING (-112.056858 33.640338, -112.048184 33.640388)",41,3,477.1666667,,
1025,26236AB,283.8125,2,567.625,2270.5,,"LINESTRING (-112.056885 33.65484, -112.065571 33.654825)",41,2,283.8125,,
1026,26236BA,615.125,2,1230.25,4921,,"LINESTRING (-112.065571 33.654825, -112.056885 33.65484)",41,2,615.125,,
1027,26256AB,283,3,849,3396,,"LINESTRING (-112.065637 33.683837, -112.065654 33.67658)",41,3,283,,
1028,26256BA,291.25,3,873.75,3495,,"LINESTRING (-112.065654 33.67658, -112.065637 33.683837)",41,3,291.25,,
1029,26296AB,224.5416667,3,673.6250001,2694.5,,"LINESTRING (-112.030781 33.631868, -112.030839 33.626844)",41,3,224.5416667,,
1030,26296BA,198.625,3,595.875,2383.5,,"LINESTRING (-112.030839 33.626844, -112.030781 33.631868)",41,3,198.625,,
1031,26304AB,322.125,2,644.25,2577,,"LINESTRING (-112.013465 33.633541, -112.013355 33.626316)",41,2,322.125,,
1032,26304BA,256.875,2,513.75,2055,,"LINESTRING (-112.013355 33.626316, -112.013465 33.633541)",41,2,256.875,,
1033,26395AB,127.125,2,254.25,1017,,"LINESTRING (-112.013686 33.669646, -112.023074 33.669555)",41,2,127.125,,
1034,26395BA,118.375,2,236.75,947,,"LINESTRING (-112.023074 33.669555, -112.013686 33.669646)",41,2,118.375,,
1035,26399AB,1557.5,4,6230,24920,,"LINESTRING (-112.022763 33.67264, -112.016932 33.672676)",71,4,1557.5,,
1036,26400AB,1089.4375,4,4357.75,17431,,"LINESTRING (-112.016896 33.672914, -112.024308 33.672877)",71,4,1089.4375,,
1037,26403AB,358.625,2,717.25,2869,,"LINESTRING (-112.030834 33.662276, -112.030877 33.655021)",41,2,358.625,,
1038,26403BA,484.375,2,968.75,3875,,"LINESTRING (-112.030877 33.655021, -112.030834 33.662276)",41,2,484.375,,
1039,26404AB,203.8125,2,407.625,1630.5,,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",41,2,203.8125,,
1040,26404BA,473.3333334,3,1420,5680.000001,,"LINESTRING (-112.030877 33.655021, -112.022198 33.655059)",41,3,473.3333334,,
1041,26457AB,259.125,2,518.25,2073,,"LINESTRING (-111.960537 33.611568, -111.966286 33.611522)",40,2,259.125,,
1042,26457BA,540.625,2,1081.25,4325,,"LINESTRING (-111.966286 33.611522, -111.960537 33.611568)",40,2,540.625,,
1043,26463AB,582.6875,2,1165.375,4661.5,,"LINESTRING (-111.960585 33.582645, -111.969247 33.582661)",41,2,582.6875,,
1044,26463BA,484.0416667,3,1452.125,5808.5,,"LINESTRING (-111.969247 33.582661, -111.960585 33.582645)",41,3,484.0416667,,
1045,26504AB,206.8333333,3,620.4999999,2482,,"LINESTRING (-111.980395 33.598686, -111.985882 33.599805)",41,3,206.8333333,,
1046,26504BA,572.7083334,3,1718.125,6872.500001,,"LINESTRING (-111.985882 33.599805, -111.980395 33.598686)",41,3,572.7083334,,
1047,26530AB,403.2916667,3,1209.875,4839.5,,"LINESTRING (-111.978912 33.592514, -111.977891 33.589891)",41,3,403.2916667,,
1048,26530BA,208.0416667,3,624.1250001,2496.5,,"LINESTRING (-111.977891 33.589891, -111.978912 33.592514)",41,3,208.0416667,,
1049,26553AB,158.5,1,158.5,634,,"LINESTRING (-111.9434 33.567556, -111.943548 33.572001)",37,1,158.5,,
1050,26553BA,267.5,1,267.5,1070,,"LINESTRING (-111.943548 33.572001, -111.9434 33.567556)",37,1,267.5,,
1051,26556AB,266.5,1,266.5,1066,,"LINESTRING (-111.950637 33.567867, -111.9434 33.567556)",37,1,266.5,,
1052,26556BA,150.75,1,150.75,603,,"LINESTRING (-111.9434 33.567556, -111.950637 33.567867)",37,1,150.75,,
1053,26575AB,319.0625,2,638.125,2552.5,,"LINESTRING (-111.960615 33.597159, -111.960572 33.589898)",41,2,319.0625,,
1054,26575BA,121.8125,2,243.625,974.5,,"LINESTRING (-111.960572 33.589898, -111.960615 33.597159)",41,2,121.8125,,
1055,26631AB,538.375,3,1615.125,6460.5,,"LINESTRING (-111.986501 33.626241, -111.977802 33.626097)",41,3,538.375,,
1056,26631BA,272.9166667,3,818.7500001,3275,,"LINESTRING (-111.977802 33.626097, -111.986501 33.626241)",41,3,272.9166667,,
1057,26653AB,563.375,3,1690.125,6760.5,,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",40,3,563.375,,
1058,26653BA,214.875,3,644.625,2578.5,,"LINESTRING (-111.968658 33.640511, -111.977549 33.640597)",40,3,214.875,,
1059,26708AB,592.1875,2,1184.375,4737.5,,"LINESTRING (-111.977408 33.655191, -111.977434 33.656078)",41,2,592.1875,,
1060,26708BA,372,2,744,2976,,"LINESTRING (-111.977434 33.656078, -111.977408 33.655191)",41,2,372,,
1061,26715AB,411.0625,2,822.125,3288.5,,"LINESTRING (-111.977169 33.680439, -111.975555 33.684258)",41,2,411.0625,,
1062,26715BA,776.75,2,1553.5,6214,,"LINESTRING (-111.975555 33.684258, -111.977169 33.680439)",41,2,776.75,,
1063,26751AB,267.625,2,535.25,2141,,"LINESTRING (-111.960318 33.633265, -111.960331 33.625981)",40,2,267.625,,
1064,26751BA,239,2,478,1912,,"LINESTRING (-111.960331 33.625981, -111.960318 33.633265)",40,2,239,,
1065,26759AB,484.25,3,1452.75,5811,,"LINESTRING (-111.951605 33.625967, -111.942958 33.625939)",40,3,484.25,,
1066,26759BA,177.875,3,533.625,2134.5,,"LINESTRING (-111.942958 33.625939, -111.951605 33.625967)",40,3,177.875,,
1067,26780AB,391.8125,2,783.625,3134.5,,"LINESTRING (-111.960053 33.657618, -111.960037 33.663638)",41,2,391.8125,,
1068,26797AB,110.75,2,221.5,886,,"LINESTRING (-111.956017 33.663385, -111.960037 33.663638)",41,2,110.75,,
1069,26797BA,354.8125,2,709.625,2838.5,,"LINESTRING (-111.960037 33.663638, -111.956017 33.663385)",41,2,354.8125,,
1070,26835AB,138.3541667,3,415.0625001,1660.25,,"LINESTRING (-111.942771 33.656659, -111.942643 33.660368)",41,3,138.3541667,,
1071,26896AB,433.5416667,3,1300.625,5202.5,,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",41,3,433.5416667,,
1072,26896BA,653,2,1306,5224,,"LINESTRING (-112.030768 33.691757, -112.025744 33.699339)",41,2,653,,
1073,26907AB,617.25,2,1234.5,4938,,"LINESTRING (-112.003627 33.734341, -112.001119 33.738444)",41,2,617.25,,
1074,26907BA,504.3125,2,1008.625,4034.5,,"LINESTRING (-112.001119 33.738444, -112.003627 33.734341)",41,2,504.3125,,
1075,26946AB,579.5625,2,1159.125,4636.5,,"LINESTRING (-112.012865 33.7993, -112.003769 33.799109)",42,2,579.5625,,
1076,26946BA,213.75,2,427.5,1710,,"LINESTRING (-112.003769 33.799109, -112.012865 33.7993)",42,2,213.75,,
1077,26989AB,703.625,2,1407.25,5629,,"LINESTRING (-111.973871 33.710864, -111.971718 33.708457)",41,2,703.625,,
1078,26989BA,245.3125,2,490.625,1962.5,,"LINESTRING (-111.971718 33.708457, -111.973871 33.710864)",41,2,245.3125,,
1079,26995AB,251.375,1,251.375,1005.5,,"LINESTRING (-111.978114 33.741099, -111.989236 33.741032)",41,1,251.375,,
1080,26995BA,489.125,1,489.125,1956.5,,"LINESTRING (-111.989236 33.741032, -111.978114 33.741099)",41,1,489.125,,
1081,27008AB,252,2,504,2016,,"LINESTRING (-111.977406 33.726566, -111.978141 33.733874)",41,2,252,,
1082,27008BA,483.6875,2,967.375,3869.5,,"LINESTRING (-111.978141 33.733874, -111.977406 33.726566)",41,2,483.6875,,
1083,27025AB,286.75,1,286.75,1147,,"LINESTRING (-111.942783 33.698669, -111.94763 33.698685)",41,1,286.75,,
1084,27025BA,688.625,1,688.625,2754.5,,"LINESTRING (-111.94763 33.698685, -111.942783 33.698669)",41,1,688.625,,
1085,27087AB,373.6875,2,747.375,2989.5,,"LINESTRING (-111.981827 33.770124, -111.97723 33.777418)",41,2,373.6875,,
1086,27087BA,505.875,2,1011.75,4047,,"LINESTRING (-111.97723 33.777418, -111.981827 33.770124)",41,2,505.875,,
1087,27110AB,513,1,513,2052,,"LINESTRING (-111.96072 33.770152, -111.951917 33.770202)",41,1,513,,
1088,27110BA,269,1,269,1076,,"LINESTRING (-111.951917 33.770202, -111.96072 33.770152)",41,1,269,,
1089,2728AB,133.75,3,401.25,1605,,"LINESTRING (-112.409457 33.435549, -112.406114 33.435594)",41,3,133.75,,
1090,2728BA,93.20833334,3,279.625,1118.5,,"LINESTRING (-112.406114 33.435594, -112.409457 33.435549)",41,3,93.20833334,,
1091,2735AB,232.25,1,232.25,929,,"LINESTRING (-112.400988 33.450022, -112.405592 33.450021)",41,1,232.25,,
1092,2735BA,297.25,1,297.25,1189,,"LINESTRING (-112.405592 33.450021, -112.400988 33.450022)",41,1,297.25,,
1093,2738AB,533.53125,3,1600.59375,6402.375,,"LINESTRING (-112.424679 33.476692, -112.42542 33.470911)",71,3,533.53125,,
1094,2746BA,707.625,3,2122.875,8491.5,,"LINESTRING (-112.425199 33.470659, -112.424203 33.476703)",71,3,707.625,,
1095,27566AB,401.4375,2,802.875,3211.5,,"LINESTRING (-111.871873 33.624116, -111.87019 33.625062)",41,2,401.4375,,
1096,27566BA,590.0666667,2,1180.133333,4720.533334,,"LINESTRING (-111.87019 33.625062, -111.871873 33.624116)",41,2,590.0666667,,
1097,27568AB,358.5,3,1075.5,4302,,"LINESTRING (-111.92573 33.618474, -111.925665 33.622745)",40,3,358.5,,
1098,27568BA,369.5,3,1108.5,4434,,"LINESTRING (-111.925665 33.622745, -111.92573 33.618474)",40,3,369.5,,
1099,27586AB,206.375,2,412.75,1651,,"LINESTRING (-111.907387 33.620425, -111.907787 33.619639)",40,2,206.375,,
1100,27586BA,369.25,2,738.5,2954,,"LINESTRING (-111.907787 33.619639, -111.907387 33.620425)",40,2,369.25,,
1101,27620AB,480.625,3,1441.875,5767.5,,"LINESTRING (-111.921674 33.582129, -111.917921 33.582111)",40,3,480.625,,
1102,27620BA,447.25,3,1341.75,5367,,"LINESTRING (-111.917921 33.582111, -111.921674 33.582129)",40,3,447.25,,
1103,27644AB,501.8333334,3,1505.5,6022.000001,,"LINESTRING (-111.926037 33.574963, -111.926019 33.57188)",41,3,501.8333334,,
1104,27644BA,346,3,1038,4152,,"LINESTRING (-111.926019 33.57188, -111.926037 33.574963)",41,3,346,,
1105,27692AB,310.875,2,621.75,2487,,"LINESTRING (-111.908598 33.596598, -111.908631 33.589326)",40,2,310.875,,
1106,27692BA,332.25,2,664.5,2658,,"LINESTRING (-111.908631 33.589326, -111.908598 33.596598)",40,2,332.25,,
1107,27694AB,682.375,2,1364.75,5459,,"LINESTRING (-111.917294 33.596658, -111.912579 33.596832)",40,2,682.375,,
1108,27694BA,484.875,2,969.75,3879,,"LINESTRING (-111.912579 33.596832, -111.917294 33.596658)",40,2,484.875,,
1109,27806AB,615,3,1845,7380,,"LINESTRING (-111.874013 33.582516, -111.878226 33.582529)",40,3,615,,
1110,27806BA,435.875,3,1307.625,5230.5,,"LINESTRING (-111.878226 33.582529, -111.874013 33.582516)",40,3,435.875,,
1111,27833AB,417.625,2,835.25,3341,,"LINESTRING (-111.878328 33.597007, -111.884349 33.597048)",40,2,417.625,,
1112,27833BA,369.875,2,739.75,2959,,"LINESTRING (-111.884349 33.597048, -111.878328 33.597007)",40,2,369.875,,
1113,27834AB,216.875,2,433.75,1735,,"LINESTRING (-111.886823 33.61879, -111.884777 33.618802)",40,2,216.875,,
1114,27834BA,421.75,2,843.5,3374,,"LINESTRING (-111.884777 33.618802, -111.886823 33.61879)",40,2,421.75,,
