sensor_no,sensor_id,Average of volume_pl_ph,Average of lanes,link_volume_per_hour,link_volume_period,,geometry,reference_speed,reference_lanes,lane_volume,allowed_link_type_code,blocked_link_type_code
406,15740AB,472.25,3,1416.75,5667,,"LINESTRING (-111.925731 33.538679, -111.925696 33.532397)",40,3,472.25,,
407,15740BA,446.875,3,1340.625,5362.5,,"LINESTRING (-111.925696 33.532397, -111.925731 33.538679)",40,3,446.875,,
408,15786AB,389.875,2,779.75,3119,,"LINESTRING (-111.908742 33.52394, -111.904411 33.523909)",40,2,389.875,,
409,15786BA,446,2,892,3568,,"LINESTRING (-111.904411 33.523909, -111.908742 33.52394)",40,2,446,,
410,15797AB,227.375,2,454.75,1819,,"LINESTRING (-111.917896 33.538602, -111.916381 33.538576)",40,2,227.375,,
411,15797BA,312.125,2,624.25,2497,,"LINESTRING (-111.916381 33.538576, -111.917896 33.538602)",40,2,312.125,,
412,15800AB,259.5,3,778.5,3114,,"LINESTRING (-111.906466 33.544758, -111.908412 33.541645)",40,3,259.5,,
413,15800BA,344.625,3,1033.875,4135.5,,"LINESTRING (-111.908412 33.541645, -111.906466 33.544758)",40,3,344.625,,
414,15823AB,469.125,2,938.25,3753,,"LINESTRING (-111.895929 33.494828, -111.8917 33.49483)",40,2,469.125,,
415,15823BA,648.5,2,1297,5188,,"LINESTRING (-111.8917 33.49483, -111.895929 33.494828)",40,2,648.5,,
416,1589AB,124,2,248,992,,"LINESTRING (-112.573672 33.372976, -112.58214 33.370459)",55,2,124,,
417,1589BA,79.58333333,2,159.1666667,636.6666666,,"LINESTRING (-112.58214 33.370459, -112.573672 33.372976)",55,2,79.58333333,,
418,15917AB,724.875,1,724.875,2899.5,,"LINESTRING (-111.884532 33.531366, -111.879134 33.545736)",70,1,724.875,,
419,15918AB,789.625,1,789.625,3158.5,,"LINESTRING (-111.879284 33.545903, -111.884669 33.531451)",70,1,789.625,,
420,15955AB,197.25,1,197.25,789,,"LINESTRING (-111.891605 33.534541, -111.891605 33.531976)",40,1,197.25,,
421,15955BA,273.75,1,273.75,1095,,"LINESTRING (-111.891605 33.531976, -111.891605 33.534541)",40,1,273.75,,
422,15973AB,1278.975,4,5115.9,20463.6,,"LINESTRING (-111.884081 33.533209, -111.884756 33.531482)",71,4,1278.975,,
423,15974AB,1459.05,4,5836.2,23344.8,,"LINESTRING (-111.884438 33.531336, -111.883444 33.533846)",71,4,1459.05,,
424,16076AB,393.0625,2,786.125,3144.5,,"LINESTRING (-111.848436 33.452219, -111.85713 33.455887)",41,2,393.0625,,
425,16076BA,67.4375,2,134.875,539.5,,"LINESTRING (-111.85713 33.455887, -111.848436 33.452219)",41,2,67.4375,,
426,16105AB,216.25,3,648.75,2595,,"LINESTRING (-111.856303 33.429399, -111.85635 33.425766)",40,3,216.25,,
427,16105BA,312.375,3,937.125,3748.5,,"LINESTRING (-111.85635 33.425766, -111.856303 33.429399)",40,3,312.375,,
428,16106AB,65.0625,2,130.125,520.5,,"LINESTRING (-111.856699 33.447979, -111.856451 33.446553)",41,2,65.0625,,
429,16106BA,403.25,2,806.5,3226,,"LINESTRING (-111.856451 33.446553, -111.856699 33.447979)",41,2,403.25,,
430,16159AB,269.25,3,807.75,3231,,"LINESTRING (-111.839933 33.429661, -111.839942 33.42603)",40,3,269.25,,
431,16159BA,311.625,3,934.875,3739.5,,"LINESTRING (-111.839942 33.42603, -111.839933 33.429661)",40,3,311.625,,
432,16244AB,604.0375,2,1208.075,4832.3,,"LINESTRING (-111.839699 33.457571, -111.84334 33.463031)",41,2,604.0375,,
433,16244BA,274.1875,2,548.375,2193.5,,"LINESTRING (-111.84334 33.463031, -111.839699 33.457571)",41,2,274.1875,,
434,16255AB,233.875,2,467.75,1871,,"LINESTRING (-111.80509 33.444228, -111.805283 33.437033)",41,2,233.875,,
435,16255BA,257.4375,2,514.875,2059.5,,"LINESTRING (-111.805283 33.437033, -111.80509 33.444228)",41,2,257.4375,,
436,16263AB,285.5,2,571,2284,,"LINESTRING (-111.822682 33.435585, -111.82276 33.430001)",41,2,285.5,,
437,16263BA,234.5625,2,469.125,1876.5,,"LINESTRING (-111.82276 33.430001, -111.822682 33.435585)",41,2,234.5625,,
438,16283AB,223.25,3,669.75,2679,,"LINESTRING (-111.826802 33.451455, -111.822432 33.451485)",41,3,223.25,,
439,16283BA,520.3333334,3,1561,6244.000001,,"LINESTRING (-111.822432 33.451485, -111.826802 33.451455)",41,3,520.3333334,,
440,16294AB,390.0625,2,780.125,3120.5,,"LINESTRING (-111.805283 33.437033, -111.809017 33.436673)",41,2,390.0625,,
441,16294BA,214.375,2,428.75,1715,,"LINESTRING (-111.809017 33.436673, -111.805283 33.437033)",41,2,214.375,,
442,16307AB,445.5625,4,1782.25,7129,,"LINESTRING (-111.824928 33.463715, -111.818517 33.465841)",71,4,445.5625,,
443,16308AB,1476.1875,4,5904.75,23619,,"LINESTRING (-111.818945 33.466084, -111.825163 33.463796)",71,4,1476.1875,,
444,16422AB,194.6666667,3,584.0000001,2336,,"LINESTRING (-111.738312 33.328417, -111.742869 33.32128)",41,3,194.6666667,,
445,16422BA,213.7916667,3,641.3750001,2565.5,,"LINESTRING (-111.742869 33.32128, -111.738312 33.328417)",41,3,213.7916667,,
446,16439AB,147.9166667,3,443.7500001,1775,,"LINESTRING (-111.739014 33.295317, -111.738279 33.292292)",41,3,147.9166667,,
447,16439BA,160.75,3,482.25,1929,,"LINESTRING (-111.738279 33.292292, -111.739014 33.295317)",41,3,160.75,,
448,16452AB,341.6666667,3,1025,4100,,"LINESTRING (-111.755702 33.328433, -111.755604 33.321193)",41,3,341.6666667,,
449,16452BA,397.375,3,1192.125,4768.5,,"LINESTRING (-111.755604 33.321193, -111.755702 33.328433)",41,3,397.375,,
450,16453AB,393.1875,2,786.375,3145.5,,"LINESTRING (-111.772982 33.328396, -111.77304 33.325362)",41,2,393.1875,,
451,16453BA,420.25,2,840.5,3362,,"LINESTRING (-111.77304 33.325362, -111.772982 33.328396)",41,2,420.25,,
452,16460AB,501,2,1002,4008,,"LINESTRING (-111.781605 33.321035, -111.789763 33.320898)",41,2,501,,
453,16460BA,261.75,2,523.5,2094,,"LINESTRING (-111.789763 33.320898, -111.781605 33.321035)",41,2,261.75,,
454,16466AB,255.5,3,766.5,3066,,"LINESTRING (-111.789723 33.306431, -111.79406 33.306439)",41,3,255.5,,
455,16466BA,164.9166667,3,494.7500001,1979,,"LINESTRING (-111.79406 33.306439, -111.789723 33.306431)",41,3,164.9166667,,
456,16473AB,244.5,3,733.5,2934,,"LINESTRING (-111.789747 33.313658, -111.789801 33.315524)",41,3,244.5,,
457,16473BA,261.9166667,3,785.7500001,3143,,"LINESTRING (-111.789801 33.315524, -111.789747 33.313658)",41,3,261.9166667,,
458,16493AB,362.3333334,3,1087,4348.000001,,"LINESTRING (-111.781394 33.335551, -111.785534 33.335566)",41,3,362.3333334,,
459,16493BA,217.8333333,3,653.4999999,2614,,"LINESTRING (-111.785534 33.335566, -111.781394 33.335551)",41,3,217.8333333,,
460,16504AB,270.375,2,540.75,2163,,"LINESTRING (-111.789746 33.357147, -111.789623 33.349973)",41,2,270.375,,
461,16504BA,330.9375,2,661.875,2647.5,,"LINESTRING (-111.789623 33.349973, -111.789746 33.357147)",41,2,330.9375,,
462,16513AB,379.4375,2,758.875,3035.5,,"LINESTRING (-111.773037 33.350059, -111.777114 33.350047)",41,2,379.4375,,
463,16513BA,212.75,2,425.5,1702,,"LINESTRING (-111.777114 33.350047, -111.773037 33.350059)",41,2,212.75,,
464,16565AB,259.0416667,3,777.1250001,3108.5,,"LINESTRING (-111.744036 33.30679, -111.746937 33.306788)",41,3,259.0416667,,
465,16565BA,159.7916667,3,479.3750001,1917.5,,"LINESTRING (-111.746937 33.306788, -111.744036 33.30679)",41,3,159.7916667,,
466,16613AB,336.0833334,3,1008.25,4033.000001,,"LINESTRING (-111.755775 33.3574, -111.755624 33.350203)",41,3,336.0833334,,
467,16613BA,440.6666667,3,1322,5288,,"LINESTRING (-111.755624 33.350203, -111.755775 33.3574)",41,3,440.6666667,,
468,16628AB,101.5833333,3,304.7499999,1219,,"LINESTRING (-111.771063 33.415455, -111.779754 33.415427)",41,3,101.5833333,,
469,16628BA,78.08333334,3,234.25,937.0000001,,"LINESTRING (-111.779754 33.415427, -111.771063 33.415455)",41,3,78.08333334,,
470,16631AB,543.3125,2,1086.625,4346.5,,"LINESTRING (-111.753813 33.393693, -111.753846 33.390083)",41,2,543.3125,,
471,16631BA,515.5625,2,1031.125,4124.5,,"LINESTRING (-111.753846 33.390083, -111.753813 33.393693)",41,2,515.5625,,
472,16636AB,384.875,3,1154.625,4618.5,,"LINESTRING (-111.788347 33.393554, -111.788352 33.389901)",40,3,384.875,,
473,16636BA,327,3,981,3924,,"LINESTRING (-111.788352 33.389901, -111.788347 33.393554)",40,3,327,,
474,16672AB,391.4583334,3,1174.375,4697.500001,,"LINESTRING (-111.788369 33.382642, -111.788371 33.379015)",41,3,391.4583334,,
475,16672BA,374.5416667,3,1123.625,4494.5,,"LINESTRING (-111.788371 33.379015, -111.788369 33.382642)",41,3,374.5416667,,
476,16750AB,502.6875,2,1005.375,4021.5,,"LINESTRING (-111.779599 33.422666, -111.78818 33.422629)",41,2,502.6875,,
477,16750BA,308.1875,2,616.375,2465.5,,"LINESTRING (-111.78818 33.422629, -111.779599 33.422666)",41,2,308.1875,,
478,16752AB,358.6875,2,717.375,2869.5,,"LINESTRING (-111.779835 33.408158, -111.788325 33.408106)",41,2,358.6875,,
479,16752BA,269.8125,2,539.625,2158.5,,"LINESTRING (-111.788325 33.408106, -111.779835 33.408158)",41,2,269.8125,,
480,16774AB,279.125,3,837.375,3349.5,,"LINESTRING (-111.78831 33.411748, -111.788325 33.408106)",41,3,279.125,,
481,16774BA,303.75,3,911.25,3645,,"LINESTRING (-111.788325 33.408106, -111.78831 33.411748)",41,3,303.75,,
482,16795AB,352.0833334,3,1056.25,4225.000001,,"LINESTRING (-111.753981 33.379153, -111.758229 33.379123)",41,3,352.0833334,,
483,16795BA,220.0833333,3,660.2499999,2641,,"LINESTRING (-111.758229 33.379123, -111.753981 33.379153)",41,3,220.0833333,,
484,16802AB,322.1875,2,644.375,2577.5,,"LINESTRING (-111.756057 33.364708, -111.760128 33.364684)",41,2,322.1875,,
485,16802BA,193.8125,2,387.625,1550.5,,"LINESTRING (-111.760128 33.364684, -111.756057 33.364708)",41,2,193.8125,,
486,16848AB,435.0000001,3,1305,5220.000001,,"LINESTRING (-111.753922 33.385028, -111.753934 33.382484)",41,3,435.0000001,,
487,16848BA,498.5000001,3,1495.5,5982.000001,,"LINESTRING (-111.753934 33.382484, -111.753922 33.385028)",41,3,498.5000001,,
488,16900AB,221.0625,2,442.125,1768.5,,"LINESTRING (-111.771208 33.400961, -111.77121 33.399258)",41,2,221.0625,,
489,16900BA,336.6875,2,673.375,2693.5,,"LINESTRING (-111.77121 33.399258, -111.771208 33.400961)",41,2,336.6875,,
490,16901AB,384.8125,2,769.625,3078.5,,"LINESTRING (-111.761375 33.39366, -111.768498 33.393628)",41,2,384.8125,,
491,16901BA,253.625,2,507.25,2029,,"LINESTRING (-111.768498 33.393628, -111.761375 33.39366)",41,2,253.625,,
492,16929AB,397.0625,2,794.125,3176.5,,"LINESTRING (-111.753702 33.419345, -111.753703 33.41885)",41,2,397.0625,,
493,16929BA,463.5625,2,927.125,3708.5,,"LINESTRING (-111.753703 33.41885, -111.753702 33.419345)",41,2,463.5625,,
494,16940AB,346,1,346,1384,,"LINESTRING (-111.704245 33.335948, -111.709539 33.335945)",41,1,346,,
495,16940BA,314.25,1,314.25,1257,,"LINESTRING (-111.709539 33.335945, -111.704245 33.335948)",41,1,314.25,,
496,16945AB,336.1666667,3,1008.5,4034,,"LINESTRING (-111.703726 33.292628, -111.708378 33.292511)",41,3,336.1666667,,
497,16945BA,250.4375,2,500.875,2003.5,,"LINESTRING (-111.708378 33.292511, -111.703726 33.292628)",41,2,250.4375,,
498,17014AB,278.625,2,557.25,2229,,"LINESTRING (-111.738589 33.357543, -111.73844 33.350236)",41,2,278.625,,
499,17014BA,439.25,2,878.5,3514,,"LINESTRING (-111.73844 33.350236, -111.738589 33.357543)",41,2,439.25,,
500,17052AB,302.4375,2,604.875,2419.5,,"LINESTRING (-111.71298 33.35044, -111.721433 33.350388)",41,2,302.4375,,
501,17052BA,181.3125,2,362.625,1450.5,,"LINESTRING (-111.721433 33.350388, -111.71298 33.35044)",41,2,181.3125,,
502,17053AB,324.9166667,3,974.7500001,3899,,"LINESTRING (-111.721433 33.350388, -111.721367 33.346713)",41,3,324.9166667,,
503,17053BA,388.7083333,3,1166.125,4664.5,,"LINESTRING (-111.721367 33.346713, -111.721433 33.350388)",41,3,388.7083333,,
504,17058AB,136.9166667,3,410.7500001,1643,,"LINESTRING (-111.688684 33.307182, -111.695242 33.307133)",41,3,136.9166667,,
505,17058BA,249.5625,2,499.125,1996.5,,"LINESTRING (-111.695242 33.307133, -111.688684 33.307182)",41,2,249.5625,,
506,17080AB,245.4166667,3,736.2500001,2945,,"LINESTRING (-111.686692 33.299631, -111.686593 33.292638)",41,3,245.4166667,,
507,17080BA,505.375,3,1516.125,6064.5,,"LINESTRING (-111.686593 33.292638, -111.686692 33.299631)",41,3,505.375,,
508,17104AB,202.8125,2,405.625,1622.5,,"LINESTRING (-111.704245 33.335948, -111.704195 33.329634)",41,2,202.8125,,
509,17104BA,297.6875,2,595.375,2381.5,,"LINESTRING (-111.704195 33.329634, -111.704245 33.335948)",41,2,297.6875,,
510,17111AB,197,2,394,1576,,"LINESTRING (-111.704511 33.357344, -111.70453 33.353936)",41,2,197,,
511,17111BA,396.9375,2,793.875,3175.5,,"LINESTRING (-111.70453 33.353936, -111.704511 33.357344)",41,2,396.9375,,
512,17149AB,492.8125,2,985.625,3942.5,,"LINESTRING (-111.687446 33.35056, -111.687371 33.347171)",41,2,492.8125,,
513,17149BA,332.0625,2,664.125,2656.5,,"LINESTRING (-111.687371 33.347171, -111.687446 33.35056)",41,2,332.0625,,
514,17161AB,150.5833333,3,451.7499999,1807,,"LINESTRING (-111.701784 33.415614, -111.710525 33.415601)",41,3,150.5833333,,
515,17161BA,116.2083333,3,348.6249999,1394.5,,"LINESTRING (-111.710525 33.415601, -111.701784 33.415614)",41,3,116.2083333,,
516,17163AB,119.75,3,359.25,1437,,"LINESTRING (-111.702041 33.393882, -111.706171 33.393834)",40,3,119.75,,
517,17163BA,148.375,3,445.125,1780.5,,"LINESTRING (-111.706171 33.393834, -111.702041 33.393882)",40,3,148.375,,
518,17164AB,218.65625,4,874.625,3498.5,,"LINESTRING (-111.684748 33.393986, -111.684796 33.390399)",41,4,218.65625,,
519,17164BA,328.625,3,985.875,3943.5,,"LINESTRING (-111.684796 33.390399, -111.684748 33.393986)",41,3,328.625,,
520,17166AB,390.375,3,1171.125,4684.5,,"LINESTRING (-111.71934 33.393853, -111.719365 33.390223)",40,3,390.375,,
521,17166BA,454,3,1362,5448,,"LINESTRING (-111.719365 33.390223, -111.71934 33.393853)",40,3,454,,
522,17167AB,313.625,3,940.875,3763.5,,"LINESTRING (-111.736562 33.393783, -111.736609 33.390158)",41,3,313.625,,
523,17167BA,270.9583333,3,812.8749999,3251.5,,"LINESTRING (-111.736609 33.390158, -111.736562 33.393783)",41,3,270.9583333,,
524,17194AB,1014.2,5,5071,20284,,"LINESTRING (-111.73152 33.386345, -111.727264 33.386373)",71,5,1014.2,,
525,17197AB,261.375,1,261.375,1045.5,,"LINESTRING (-111.732266 33.386409, -111.727264 33.386425)",75,1,261.375,,
526,17209AB,271.7083333,3,815.1249999,3260.5,,"LINESTRING (-111.737689 33.383996, -111.738556 33.382949)",41,3,271.7083333,,
527,17209BA,394.5416667,3,1183.625,4734.5,,"LINESTRING (-111.738556 33.382949, -111.737689 33.383996)",41,3,394.5416667,,
528,17242AB,398.875,2,797.75,3191,,"LINESTRING (-111.713333 33.364952, -111.717509 33.364886)",41,2,398.875,,
529,17242BA,240.0625,2,480.125,1920.5,,"LINESTRING (-111.717509 33.364886, -111.713333 33.364952)",41,2,240.0625,,
530,17255AB,408.5416667,3,1225.625,4902.5,,"LINESTRING (-111.719422 33.385286, -111.720755 33.382494)",41,3,408.5416667,,
531,17255BA,521,3,1563,6252,,"LINESTRING (-111.720755 33.382494, -111.719422 33.385286)",41,3,521,,
532,17306AB,239.4375,2,478.875,1915.5,,"LINESTRING (-111.727772 33.408353, -111.73645 33.408295)",41,2,239.4375,,
533,17306BA,225.8125,2,451.625,1806.5,,"LINESTRING (-111.73645 33.408295, -111.727772 33.408353)",41,2,225.8125,,
534,17321AB,351.125,2,702.25,2809,,"LINESTRING (-111.710485 33.422796, -111.719114 33.422791)",41,2,351.125,,
535,17321BA,221.9375,2,443.875,1775.5,,"LINESTRING (-111.719114 33.422791, -111.710485 33.422796)",41,2,221.9375,,
536,17397AB,352.3035714,3,1056.910714,4227.642857,,"LINESTRING (-111.685072 33.383958, -111.687921 33.379346)",41,3,352.3035714,,
537,17397BA,388.3750001,3,1165.125,4660.500001,,"LINESTRING (-111.687921 33.379346, -111.685072 33.383958)",41,3,388.3750001,,
538,17558AB,325.8125,2,651.625,2606.5,,"LINESTRING (-111.787602 33.451753, -111.78775 33.44437)",41,2,325.8125,,
539,17558BA,500.75,2,1001.5,4006,,"LINESTRING (-111.78775 33.44437, -111.787602 33.451753)",41,2,500.75,,
540,17613AB,199.3375,2,398.675,1594.7,,"LINESTRING (-111.787149 33.482627, -111.787303 33.480915)",42,2,199.3375,,
541,17613BA,340,2,680,2720,,"LINESTRING (-111.787303 33.480915, -111.787149 33.482627)",42,2,340,,
542,17625AB,396.625,2,793.25,3173,,"LINESTRING (-111.753393 33.451839, -111.762058 33.451825)",41,2,396.625,,
543,17625BA,227,3,681,2724,,"LINESTRING (-111.762058 33.451825, -111.753393 33.451839)",41,3,227,,
544,17632AB,156.5625,2,313.125,1252.5,,"LINESTRING (-111.770901 33.437249, -111.77097 33.429956)",41,2,156.5625,,
545,17632BA,348.25,2,696.5,2786,,"LINESTRING (-111.77097 33.429956, -111.770901 33.437249)",41,2,348.25,,
546,17639AB,300.875,2,601.75,2407,,"LINESTRING (-111.744952 33.437272, -111.753547 33.437332)",41,2,300.875,,
547,17639BA,229.75,2,459.5,1838,,"LINESTRING (-111.753547 33.437332, -111.744952 33.437272)",41,2,229.75,,
548,1764AB,133.625,1,133.625,534.5,,"LINESTRING (-112.521535 33.406795, -112.513209 33.406731)",42,1,133.625,,
549,1764BA,85.25,1,85.25,341,,"LINESTRING (-112.513209 33.406731, -112.521535 33.406795)",42,1,85.25,,
550,17671AB,160.4375,2,320.875,1283.5,,"LINESTRING (-111.753135 33.473719, -111.75313 33.475255)",41,2,160.4375,,
551,17671BA,96.125,2,192.25,769,,"LINESTRING (-111.75313 33.475255, -111.753135 33.473719)",41,2,96.125,,
552,17732AB,209.125,2,418.25,1673,,"LINESTRING (-111.736208 33.444524, -111.736241 33.442146)",41,2,209.125,,
553,17732BA,384.375,2,768.75,3075,,"LINESTRING (-111.736241 33.442146, -111.736208 33.444524)",41,2,384.375,,
554,17746AB,270.3125,2,540.625,2162.5,,"LINESTRING (-111.718999 33.437363, -111.719065 33.430104)",41,2,270.3125,,
555,17746BA,448.8125,2,897.625,3590.5,,"LINESTRING (-111.719065 33.430104, -111.718999 33.437363)",41,2,448.8125,,
556,17749AB,326.125,2,652.25,2609,,"LINESTRING (-111.71016 33.451854, -111.71879 33.451857)",41,2,326.125,,
557,17749BA,257.0625,2,514.125,2056.5,,"LINESTRING (-111.71879 33.451857, -111.71016 33.451854)",41,2,257.0625,,
558,17766AB,198.3125,2,396.625,1586.5,,"LINESTRING (-111.727276 33.466363, -111.735876 33.466383)",41,2,198.3125,,
559,17766BA,158.625,2,317.25,1269,,"LINESTRING (-111.735876 33.466383, -111.727276 33.466363)",41,2,158.625,,
560,17803AB,98.29166668,3,294.875,1179.5,,"LINESTRING (-111.718589 33.466374, -111.718684 33.461798)",41,3,98.29166668,,
561,17803BA,210.5833333,3,631.7499999,2527,,"LINESTRING (-111.718684 33.461798, -111.718589 33.466374)",41,3,210.5833333,,
562,1782AB,241.5,1,241.5,966,,"LINESTRING (-112.490962 33.377528, -112.487185 33.377529)",57,1,241.5,,
563,1782BA,146,1,146,584,,"LINESTRING (-112.487185 33.377529, -112.490962 33.377528)",57,1,146,,
564,17848AB,240.8125,2,481.625,1926.5,,"LINESTRING (-111.701614 33.444623, -111.701694 33.437403)",41,2,240.8125,,
565,17848BA,246.1875,2,492.375,1969.5,,"LINESTRING (-111.701694 33.437403, -111.701614 33.444623)",41,2,246.1875,,
566,17860AB,175.0833333,3,525.2499999,2101,,"LINESTRING (-111.684282 33.43716, -111.684389 33.430162)",41,3,175.0833333,,
567,17860BA,207.0833333,3,621.2499999,2485,,"LINESTRING (-111.684389 33.430162, -111.684282 33.43716)",41,3,207.0833333,,
568,17958AB,417.625,2,835.25,3341,,"LINESTRING (-111.683885 33.480799, -111.683906 33.475554)",41,2,417.625,,
569,17958BA,107.4166667,3,322.2500001,1289,,"LINESTRING (-111.683906 33.475554, -111.683885 33.480799)",41,3,107.4166667,,
570,18308AB,163.625,2,327.25,1309,,"LINESTRING (-111.555914 33.153175, -111.54874 33.145003)",41,2,163.625,,
571,18308BA,238,2,476,1904,,"LINESTRING (-111.54874 33.145003, -111.555914 33.153175)",41,2,238,,
572,18319AB,431.5,1,431.5,1726,,"LINESTRING (-111.617299 33.245178, -111.607343 33.239062)",41,1,431.5,,
573,18319BA,859.5,1,859.5,3438,,"LINESTRING (-111.607343 33.239062, -111.617299 33.245178)",41,1,859.5,,
574,18374AB,414.5982143,2,829.1964286,3316.785714,,"LINESTRING (-111.633972 33.203016, -111.633659 33.202639)",41,2,414.5982143,,
575,18374BA,925.25,2,1850.5,7402,,"LINESTRING (-111.633659 33.202639, -111.633972 33.203016)",41,2,925.25,,
576,18391AB,216.375,2,432.75,1731,,"LINESTRING (-111.642605 33.248626, -111.637763 33.248658)",41,2,216.375,,
577,18391BA,334.3125,2,668.625,2674.5,,"LINESTRING (-111.637763 33.248658, -111.642605 33.248626)",41,2,334.3125,,
578,18442AB,658.3125,2,1316.625,5266.5,,"LINESTRING (-111.658229 33.270933, -111.663932 33.274466)",41,2,658.3125,,
579,18442BA,259.3125,2,518.625,2074.5,,"LINESTRING (-111.663932 33.274466, -111.658229 33.270933)",41,2,259.3125,,
580,18467AB,266.625,3,799.875,3199.5,,"LINESTRING (-111.634842 33.239603, -111.634469 33.234129)",41,3,266.625,,
581,18467BA,569.3333334,3,1708,6832.000001,,"LINESTRING (-111.634469 33.234129, -111.634842 33.239603)",41,3,569.3333334,,
582,18498AB,896.4375,2,1792.875,7171.5,,"LINESTRING (-111.634744 33.27026, -111.634864 33.277734)",41,2,896.4375,,
583,18498BA,565,2,1130,4520,,"LINESTRING (-111.634864 33.277734, -111.634744 33.27026)",41,2,565,,
584,18539AB,676.0625,2,1352.125,5408.5,,"LINESTRING (-111.580674 33.176725, -111.575096 33.172734)",41,2,676.0625,,
585,18539BA,367,2,734,2936,,"LINESTRING (-111.575096 33.172734, -111.580674 33.176725)",41,2,367,,
586,18668AB,440,1,440,1760,,"LINESTRING (-111.571975 33.249047, -111.563282 33.24901)",41,1,440,,
587,18668BA,792.5,1,792.5,3170,,"LINESTRING (-111.563282 33.24901, -111.571975 33.249047)",41,1,792.5,,
588,18669AB,271.6666667,3,815.0000001,3260,,"LINESTRING (-111.563325 33.258437, -111.563282 33.24901)",41,3,271.6666667,,
589,18669BA,503.4583333,3,1510.375,6041.5,,"LINESTRING (-111.563282 33.24901, -111.563325 33.258437)",41,3,503.4583333,,
590,18690AB,654.875,3,1964.625,7858.5,,"LINESTRING (-111.726155 32.970008, -111.736164 32.982451)",72,3,654.875,,
591,18708AB,504.25,1,504.25,2017,,"LINESTRING (-111.481611 33.046203, -111.473258 33.046288)",42,1,504.25,,
592,18708BA,226.5,1,226.5,906,,"LINESTRING (-111.473258 33.046288, -111.481611 33.046203)",42,1,226.5,,
593,18736AB,236.6875,2,473.375,1893.5,,"LINESTRING (-111.516619 33.109112, -111.507979 33.099678)",42,2,236.6875,,
594,18736BA,160.875,3,482.625,1930.5,,"LINESTRING (-111.507979 33.099678, -111.516619 33.109112)",42,3,160.875,,
595,18769AB,210.5,1,210.5,842,,"LINESTRING (-111.458472 33.050883, -111.440369 33.054816)",42,1,210.5,,
596,18769BA,125.125,1,125.125,500.5,,"LINESTRING (-111.440369 33.054816, -111.458472 33.050883)",42,1,125.125,,
597,1891AB,76.25000001,3,228.75,915.0000001,,"LINESTRING (-112.525967 33.435642, -112.530875 33.435664)",41,3,76.25000001,,
598,1891BA,119.2083333,3,357.6249999,1430.5,,"LINESTRING (-112.530875 33.435664, -112.525967 33.435642)",41,3,119.2083333,,
599,18952AB,77.375,1,77.375,309.5,,"LINESTRING (-111.541211 33.422608, -111.528716 33.431537)",41,1,77.375,,
600,18952BA,74.625,1,74.625,298.5,,"LINESTRING (-111.528716 33.431537, -111.541211 33.422608)",41,1,74.625,,
601,18955AB,54.875,1,54.875,219.5,,"LINESTRING (-111.546089 33.436834, -111.538953 33.436887)",41,1,54.875,,
602,18955BA,67.125,1,67.125,268.5,,"LINESTRING (-111.538953 33.436887, -111.546089 33.436834)",41,1,67.125,,
603,18964AB,81.625,1,81.625,326.5,,"LINESTRING (-111.546107 33.378794, -111.538768 33.37886)",41,1,81.625,,
604,18964BA,98.25,1,98.25,393,,"LINESTRING (-111.538768 33.37886, -111.546107 33.378794)",41,1,98.25,,
605,18969AB,442.9375,2,885.875,3543.5,,"LINESTRING (-111.56328 33.36059, -111.563623 33.355316)",41,2,442.9375,,
606,18969BA,890.4375,2,1780.875,7123.5,,"LINESTRING (-111.563623 33.355316, -111.56328 33.36059)",41,2,890.4375,,
607,1898AB,768.625,3,2305.875,9223.5,,"LINESTRING (-112.486516 33.462592, -112.493065 33.462602)",72,3,768.625,,
608,19006AB,295.625,2,591.25,2365,,"LINESTRING (-111.606649 33.42228, -111.615329 33.422326)",41,2,295.625,,
609,19006BA,224.3125,2,448.625,1794.5,,"LINESTRING (-111.615329 33.422326, -111.606649 33.42228)",41,2,224.3125,,
610,19009AB,401.75,1,401.75,1607,,"LINESTRING (-111.606747 33.393341, -111.609951 33.393302)",41,1,401.75,,
611,19009BA,120.8125,2,241.625,966.5,,"LINESTRING (-111.609951 33.393302, -111.606747 33.393341)",41,2,120.8125,,
612,19028AB,424.8125,2,849.625,3398.5,,"LINESTRING (-111.647794 33.327818, -111.639979 33.319247)",71,2,424.8125,,
613,19029AB,1091.3125,2,2182.625,8730.5,,"LINESTRING (-111.639747 33.31953, -111.647265 33.328083)",71,2,1091.3125,,
614,1902AB,1162.583333,3,3487.749999,13951,,"LINESTRING (-112.493063 33.462325, -112.485199 33.462296)",72,3,1162.583333,,
615,19043AB,180.875,1,180.875,723.5,,"LINESTRING (-111.661802 33.350382, -111.653052 33.350316)",41,1,180.875,,
616,19043BA,280.75,1,280.75,1123,,"LINESTRING (-111.653052 33.350316, -111.661802 33.350382)",41,1,280.75,,
617,19260AB,788.825,5,3944.125,15776.5,,"LINESTRING (-111.643644 33.395764, -111.640552 33.40054)",71,5,788.825,,
618,19271AB,289.0625,2,578.125,2312.5,,"LINESTRING (-111.641474 33.422509, -111.637797 33.422336)",41,2,289.0625,,
619,19271BA,258.375,2,516.75,2067,,"LINESTRING (-111.637797 33.422336, -111.641474 33.422509)",41,2,258.375,,
620,19317AB,283.3375,2,566.675,2266.7,,"LINESTRING (-111.66754 33.385684, -111.667528 33.382863)",41,2,283.3375,,
